ccdc_id,Calc. Density,Cell Volume,CHIRAL SMILES,Space Gp. Number
AFIKIK,1.223,1201.872,CCN(c1ccc(c(c1)O)/C=N/OCCO/N=C/c1ccc(cc1O)N(CC)CC)CC,14
AFIMOT,1.61,730.883,ON1C(=O)Cc2ccccc2C1=O,14
AFIMUZ,1.206,1494.535,C[C@@]12CC[C@H](C2(C)C)[C@@H]2[C@@]1(O)ON=C2c1ccccc1,5
AFITIU,1.169,1252.071,Cc1cccc(c1)C(=O)O/N=C/1\C[C@H](c2ccccc2)N([C@@H]([C@H]1C(C)C)c1ccccc1)C,2
AFIWIX,1.245,2195.801,O=C(C1=C(C(=O)c2ccccc2)[C@@H](N(O1)C(C)(C)C)c1ccccc1)c1ccccc1,33
AFIZIA,1.388,1279.462,O=C1Cc2ccccc2C(=O)N1OCc1ccccc1,33
AFUCUC,1.226,3700.734,O[C@@H](c1ccccc1)CC1=C(ON=C1c1ccccc1)c1ccccc1,19
AFUDEN,1.308,1641.886,c1ccc(cc1)C1=C2C[C@@H](c3ccccc3)c3c(C2=NO1)cccc3,14
AFURAW,1.184,893.175,N#CC[C@@H]1CC[C@@]2(N1OCc1ccccc1)CCc1c2cccc1,2
AFZPYM,1.682,541.367,NC1=NC=NC2=NON=C12,14
AGEXEQ,1.269,3752.705,O=C1ON(C(=O)[C@H]1C1(CCCCC1)C(=O)NC(C)(C)C)c1ccccc1,61
AGOGEL,1.319,1204.956,CON1C(=O)c2ccccc2c2cc(C)ccc12,14
AGOHIQ,1.415,726.142,c1ccc(cc1)NC1=NC2=NON=C2N=C1/N=C/N1CCCC1,2
AGOHOW,1.294,2271.729,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C1=NC2=NC3=NON=C3N=C2N1c1ccccc1,14
AHATIO,1.378,1467.464,O/N=C(/c1cnc(nc1Cc1ccccc1)c1ccccc1)\N,14
AHAZAL,1.201,2292.545,COc1ccccc1[C@@]1(NO1)C(C)(C)C,14
AHEMAB,1.594,233.484,[O-][N+]1=CC=[N+]([O-])C=C1,14
AHEMAB01,1.597,932.402,[O-][n+]1cc[n+]([O-])cc1,62
AHEMAB02,1.607,231.625,[O-][n+]1cc[n+]([O-])cc1,14
AHEMAB03,1.652,901.479,[O-][n+]1cc[n+]([O-])cc1,62
AHEQUZ,1.228,1150.604,CCN(C(=O)CCc1ccccc1)c1ccccc1NCC1=CC(=NO1)c1ccccc1,2
AHETOX,1.227,449.763,N#C[C@@]1(C)C[C@@H]2[N@@](O1)CCCC2,2
AHETUD,1.274,1189.8,CC[C@@H]1O[N@@]2[C@H]([C@@H]1C#N)c1ccccc1CC2,14
AHIJEH,1.244,748.287,CC(O/N=C/1\c2ccccc2N(C1=O)c1ccccc1)C,2
AHIJIL,1.292,2244.34,CN1C(\C(\C2=CC=CC=C12)=[N+](/C(C)C)\[O-])=O,62
AHUXIK,1.258,1382.883,O=C1CCCCCCC[C@H]2[C@@H]1C1=C(c3cc(c(c(c3)C(C)(C)C)O)C(C)(C)C)C(=C(C(=O)N1O2)C(=O)C)O,4
AJEQEO,1.326,2276.762,O/N=C(/[C@H](c1ccccc1)O)\c1ccccc1,15
AJEQEO01,1.294,2333.803,O/N=C(/[C@@H](c1ccccc1)O)\c1ccccc1,15
AJEREM,1.413,748.078,CON1CC1(C(N)=O)C(N)=O,19
AJESAK,1.421,950.126,O=C1ON=C(/C/1=C/c1ccccc1O)C,14
AKAWIS,1.217,1136.674,CC1(NC(C2=CNC=N2)=[N+](C1(C)C)[O-])C,19
AKAYOB,1.213,2039.387,N#C[C@@]12[C@@H]([C@@]2(C#N)C(=NC1(ON=C(C)C)ON=C(C)C)N)C(=O)C(C)(C)C,14
AKEYEX,1.386,911.632,CC1=NOC(=O)N1Cc1ccccc1,2
ALAJIG,1.334,2013.329,CC1(O[C@H]2[C@H]([C@](C3=NOC(c4ccccc4)=N3)([C@@]5(COC(C)(C)O5)OC2)O)O1)C,19
ALAKEG,1.292,1086.328,COC(=O)[C@@H]1C[C@@H]2C[C@H](C1)C/C(=N/O)/C2,14
ALONAQ,1.202,1334.038,CC1(C)CC(C)(C)C2=[N+]([O-])c3ccccc3C2=C1,19
ALOPAU,1.254,2401.808,O=C1CCC(=O)N1OC(=O)c1cc2CCc3ccc(CCc4ccc(CCc1cc2)cc4)cc3,14
ALORIE,1.398,1641.27,O=C(ON1N=Nc2ccccc12)c1ccc(OCc2ccccc2)cc1,14
ALULEY,1.297,521.752,COC(=O)[C@@H]1O[N@@]([C@H]([C@@H]1C(=O)OC)c1ccccc1)[C@@H]1OC[C@@H]2[C@H]1OC(O2)(C)C,1
AMATAL,1.261,1468.347,O=C1c2ccccc2O[C@@H]2[C@H]1[C@H]1N(OCc3ccccc3)C(=O)N([C@@H]2N1C(=O)OC(C)(C)C)OCc1ccccc1,2
AMELIO,1.308,1092.901,[O-][n+]1c([C@@](O)(C)c2ccccc2)cccc1,14
AMELUA,1.255,1043.626,[O-][n+]1c(C(c2ccccc2)=C)cccc1,14
AMEOIN,1.278,983.449,CON1C=C(C(C)=O)c2ccccc12,2
AMFURZ,1.373,958.443,CC1=NON=C1N,14
AMIKUD,1.394,939.642,CN(C)C1=CC=C(c2cc(nc(c2)c2ccccn2)c2ccccn2)C2=NON=C12,2
AMIXPO,1.395,982.155,CC(=O)N1OC(=O)c2c(C)cc(C)nc12,14
AMNAPH,1.325,1521.044,C[C@H]1C[C@H]2C[C@@H](C(N)=[N+]([O-])[C@@]2(c3ccccc3)N(O)C1=O)C,14
AMOTEC,1.271,3102.489,COc1cc(OC)c2c(c1)[C@@H](OC(=O)[C@@]13CC[C@](C3(C)C)(C(=O)O1)C)[C@]1(C3=C(ON=C23)C(C=C1)(OC)OC)CC=C(C)C,19
AMUZEO,1.236,2421.55,O/N=C(\C(=O)c1ccccc1)/c1ccccc1,14
AMUZIS,1.337,1118.99,O/N=C(/C(=O)c1ccccc1)\c1ccccc1,14
AMUZOY,1.381,1372.649,COc1ccc(cc1)/C(=N/O)/C(=O)c1ccc(cc1)OC,19
AMXZPY10,1.381,847.662,CC1=NC(=NO1)c1cccnc1N,14
ANAKAE,1.299,1765.536,[O-][N+]1=C(N2N=Nc3ccccc23)C(=NC21CCCCC2)c1ccccc1,14
ANAMUZ,1.375,1387.41,OC(=O)[C@@H]1CC=C[C@@H]2[C@@H]1C(=O)N(C2)OCc1ccccc1,14
ANANAG,1.236,1964.148,N#C[C@@H]1CCCN1C(=O)[C@H]1CC=C[C@H]2[C@H]1C(=O)N(C2)OCc1ccccc1,19
ANAXOD,1.24,485.36,CC1(C)O[N+](=C2CCCCC2=C1)[O-],2
ANAXUJ,1.344,1321.628,CCOC(=O)[C@H]1O[N@]2[C@]3(C1)CCCCC3=C(CO2)C,14
ANIVOJ,1.405,1769.935,ONC(=O)c1cccc2CN(C(=O)c12)c1ccc(OCc2ccccc2)cc1,14
ANQDAZ,1.538,1079.902,O=C1c2ccccc2C(=O)C2=C1C=CC1=NON=C21,14
APEMIT,1.334,797.467,COC(=O)c1ccc(cc1)N(O)c1ccccc1c1ccccn1,2
APERUK,1.24,3035.464,CC(C)=NOCc1ccccc1OC(=O)c1ccccc1,61
APESIZ,1.359,2476.256,O/N=C(/C(=N/O)/N)\CCCNC(=O)C1=CC=CN1,61
APHSYD,1.507,1561.817,Nc1ccccc1[N+]1=NOC(=C1)[O-],14
APMCOX,1.478,553.367,O/N=C\c1ccncn1,14
APOCAM,1.332,2625.953,CC(=O)C1=C(c2ccccc2)C(=NO1)c1ccccc1,15
APOKEY,1.276,1422.856,CCOC(=O)N1O[C@@H]2[C@H]3CC[C@@H]([C@@H]2c2c1cccc2)C3,14
APPXDZ,1.311,1201.893,Nc1ccc(cc1)C1=NOC(=N1)c1ccccc1,14
APYRCX,1.357,597.703,O/N=C\c1ccncc1,14
AQADOM,1.292,1189.292,O/N=C/1\OC(=C([C@@H]1c1ccccc1)C(=O)C)C,14
AQADUS,1.333,2423.554,O/N=C/1\OC2=C([C@@H]1c1ccccc1)C(=O)CCC2,15
AQAGOO,1.149,1216.253,O=NN(C1CCCCC1)C1CCCCC1,14
AQELEQ,1.359,1433.886,CN1C(=O)C=Cc2ccc(Nc3ccc(C)cc3)c(N=O)c12,2
AQETIZ,1.322,996.101,CCNC(=O)NC(=O)/C(=N/OC)/C#N,14
AQIKUG,1.328,860.949,CC1(C)N([O-])C(=O)[N+](=O)C1(C)C,32
AQIWOO,1.268,1513.22,CON([C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4[C@@H]3CC[C@]5([C@]4(O)CC[C@@H]5C6=COC(C=C6)=O)C)C,1
AQOZUD,1.329,855.51,[O-][n+]1ccccc1c1ccccc1,14
AQOZUD01,1.331,854.461,[O-][n+]1ccccc1c1ccccc1,14
AQUFEA,1.486,1851.627,COC(=O)C1=NO[C@@]2(C1)C(=O)C=C[C@@H]1[C@H]2[C@@H]2C=C[C@H]1C(=O)[C@@]12ON=C(C1)C(=O)OC,14
ARADAZ,1.429,1232.915,OC(=O)C1=C(ON=C1c1ccccc1)c1ccccc1,36
ARADIH,1.307,1053.345,CN1O[C@H](C[C@@H]1c1ccccc1)C(=O)O,33
ARAGUW,1.311,2621.787,COc1ccc(cc1)[C@@H]1CC2=C(C)OC(=C2[C@@H](N(O1)c1ccccc1)c1ccccc1)c1ccc(cc1)OC,14
ARAHAD,1.253,1371.554,COc1ccc(cc1)C#C[C@]1(C[C@@H](ON([C@@H]1c1ccccc1)c1ccccc1)c1ccc(cc1)OC)C(=O)C,4
AREJIS,1.277,1395.745,CC(C)(C)C1=NO[N+](=C1c1ccc2ccccc2c1)[O-],19
ARIDAJ,1.158,2613.97,[O-][N+]#C[C@]12CC[C@@H](C(C)C)[C@@H]1[C@@H]3[C@](C)([C@@]4(CC[C@@H]5[C@](C)(CC[C@H](O)C5(C)C)[C@H]4CC3)C)CC2,4
ARIDEN,1.135,1655.813,CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@H]2[C@@]1(C)CC[C@@]1([C@@H]2[C@@H](CC1)C(=C)C)C1=NOC(=C1)C(=O)O)C)C,4
ARIXIK,1.315,708.017,COc1cc[n+]([O-])c(c1)C1=CC=CN1Cc1ccccc1,2
AROFIW,1.297,2788.057,O/N=C/1\C=C/C(=C(/c2ccccc2)\C#N)/c2c1cccc2,61
AROFOC,1.444,4401.026,O/N=C/1\C=C/C(=N\N2C=NN=C2)/c2c1cccc2,15
AROFUI,1.396,3944.516,CN/C(=N/N1C=NN=C1)/C1=NOC(=N1)C,43
AROGET,1.313,607.782,O/N=C/1\N=C(N(\C1=C(/c1ccccc1)\C#N)C)C,2
ASIXAC,1.393,2826.072,O/N=C(/c1cc(C)ccc1O)\C1=NOC(=O)c2c1cccc2,14
ASOFIX,1.248,1060.709,O=C(OC(C)(C)C)[C@@]1(CCC=[N+]1[O-])C,14
ATAZAX,1.247,1237.406,O=C1CN2[C@@](N1O)(C)C(c1c2cccc1)(C)C,14
ATOJEY,1.376,1062.789,O/N=C(/C(=N/NC(=O)c1ccccn1)/C)\C,14
ATOJEY01,1.375,1063.572,O/N=C(/C(=N/NC(=O)c1ccccn1)/C)\C,14
ATOJUQ,1.397,2036.676,O=C1NCCC2=C(ON=C12)c1ccccc1,15
ATOKAX,1.498,470.606,O=C1NC=CC2=C(ON=C12)c1ccccc1,2
ATOTUY,1.253,1204.331,O/N=C(\[C@@H]1C[C@H]1c1ccccc1)/C1=CC=CO1,14
ATOVAG,1.264,2536.823,O/N=C(\[C@H]1C[C@@H]1c1cccc(c1)C)/C1=CC=CO1,61
ATOVEK,1.214,1319.927,O/N=C(/[C@@H]1C[C@H]1c1cccc(c1)C)\C1=CC=CO1,14
ATUHAA,1.395,690.947,O/N=C(/N1CCOCC1)\N,14
AVAGOT,1.174,2946.853,O=C(c1ccccc1)/C=C/1\NC(C(N1O)(C)C)(C)C,14
AVAGUZ,1.324,3012.47,COC(C(/C(C(OC)=O)=C1NC(C)(C(C)(N\1O)C)C)=O)=O,61
AVAHIO,1.238,727.628,CCOC(=O)/C(=C/1\NC(C(N1O)(C)C)(C)C)/C(=O)N,2
AVEBOV,1.323,1663.133,O/N=C/1\CCCC2=C1C(=C(O2)c1ccccc1)C(=O)c1ccccc1,14
AVEFAL,1.193,905.751,O/N=C/1\CC(C)(C)CC2=C1C(=C(O2)C(C)C)C(=O)c1ccccc1,2
AVISOP,1.215,2776.88,OC[C@]12CC[C@@H](C(C)=C)[C@@H]1[C@@H]3[C@](C)([C@@]4(CC[C@@H]5[C@](C)(Cc6[n+]([O-])c(C)nnc6C5(C)C)[C@H]4CC3)C)CC2,19
AVIWEK,1.404,1533.917,CO/N=C\1/C(=O)N(OCc2c1cccc2)C(=O)c1ccc(cc1)C,29
AVIWIO,1.406,766.321,CO/N=C\1/C(=NOCc2c1cccc2)OC(=O)c1ccc(cc1)C,2
AVUSAN,1.442,1157.207,CCOC(=O)/C(=N/O)/C(=O)c1ccc(cc1)OC,14
AVUZIB,1.398,1217.942,COc1ccc2c(c1)C(=CN2)/C=C\1/C(=NOC1=O)C,14
AWEFIR,1.246,2215.398,N#CC1=C(ON=C1c1c(C)cc(cc1C)C)[C@@]1(C)ON=C(O1)c1c(C)cc(cc1C)C,14
AWEMOF,1.388,1657.067,COc1ccc(cc1)C1=NOC=C1C(=O)C1=NN(N=C1)c1ccccc1,14
AWIWUZ01,1.301,848.731,NC(=O)NOCc1ccccc1,14
AWIXEL,1.107,1880.154,OC[C@@H]1[C@H]2[N@@](OC31CC3)C[C@H]([C@@H]2OC(C)(C)C)OC(C)(C)C,18
AWIXIP,1.16,1794.955,OC[C@H]1[C@H]2[N@@](OC31CC3)C[C@H]([C@@H]2OC(C)(C)C)OC(C)(C)C,19
AWIXOV,1.235,2574.659,CC(O[C@H]1[C@@H]2OC[C@@H]3[C@H]1[N@](C2)OC13CC1)(C)C,4
AWIYIR,1.47,854.615,O/N=C/C1=Nc2c(C(=O)N1)cccc2,14
AWOCEX,1.459,1088.929,O=C1C=C(C)c2c(O1)c(/C=N/OCCCO/N=C/c1c(O)ccc3c1OC(=O)C=C3C)c(cc2)O,5
AWODEX,1.333,885.302,Cc1ccc(cc1)N1C(=NO[C@@]21C(=O)Nc1c2cccc1)c1ccccc1,2
AWODEY,1.434,449.809,Cc1cc(C)c2C(=O)ON(CO)c2n1,2
AWOJIF,1.402,1028.801,CCOc1ccc([N+]2=NOC([O-])=C2C3=NO[C@]4(C)[C@H]3C(N(c5ccccc5)C4=O)=O)cc1,2
AWOJOL,1.516,1573.884,O=C1C2=C(C(=O)c3ccccc13)C(=NO2)C1=C([O-])ON=[N+]1c1ccccc1,14
AWUXOF,1.244,1967.23,CC(C)(C)OC(=O)NCC1(CCCCC1)CC(=O)ON1C(=O)CCC1=O,14
AWUYUN,1.305,2883.896,COc1ccc(cc1)[C@H]1ON=C(C1)c1ccc(cc1)OC,61
AXAFOU,1.224,2758.93,O/N=C(/C(=O)c1ccccc1)\Nc1ccc(cc1)C,33
AXALAM,1.358,1150.29,O/N=C(/C(=N/NC(=O)c1ccccc1O)/C)\C,14
AXAQOG,1.133,1180.055,ON1CCCC[C@H]1C(=O)OC(C)(C)C,14
AXELUL,1.078,1591.945,CC(CNC(=O)[C@H](CONC(=O)C(C)(C)C)C)C,4
AXEPUQ,1.311,575.75,CC(C)(C)C1=NOC(=N1)c1ccc(cc1)C#N,11
AXEQAX,1.296,666.89,COC(=O)c1ccc(cc1)C1=NC(=NO1)C(C)(C)C,11
AXEQEB,1.29,592.581,CC(C)(C)C1=NOC(=N1)c1ccc(C=O)cc1,11
AXESED,1.265,1571.926,CC(C)(C)C1=NOC(=N1)c1ccc(cc1)C1=NC(C)(C)CO1,14
AXESIH,1.283,2695.481,CC(C)(C)C1=NOC(=N1)c1ccc(CC(O)=O)cc1,60
AXIQAA,1.319,867.175,[O-][n+]1ccc(c2ncccc2)cc1,19
AXOKAA,1.338,1436.261,ON1Cc2ccccc2[C@@]2(C1=O)C[C@@H]1[C@H](C2)OC(O1)(C)C,14
AYAHUE,1.318,1270.67,CCOCC(/[N+]([O-])=N/OC)(CO)/[N+]([O-])=N/OC,14
AYAQAU,1.316,4568.613,CCOC(=O)[C@@]1(CC2=CC(=NO2)c2ccccc2)N(Cc2ccccc2)C(=O)c2c1cccc2,14
AYAVIG,1.439,773.882,CO/C([O-])=C1C(ON=C\1c2[nH+]c(OC)nc(N3CCCCC3)n2)=O,2
AYUDUU,1.402,1157.185,CC1=NOC(=C1C)/N=C/c1ccc2c(c1)OCO2,14
AYUGIL,1.381,938.831,CCOC(=O)C1=C(ON=C1C)/C(=N/N=C(/C1=C(C(=O)OCC)C(=NO1)C)\C)/C,13
AYUHOS,1.336,950.323,CC(C)(C)OC(=O)NOCC(O)=O,14
AYUKEL,1.114,973.177,O/N=C(/CCc1ccccc1)\C,14
AZAJET,1.21,1181.543,CCCC[C@]1(C#CCCc2ccccc2)N(OC)C(=O)N2C1=Cc1c2ccc(c1)OCC,2
AZAPOG,1.265,1865.85,CN1Oc2c([C@]1(C)c1cc3CCc4ccc(CCc1cc3)cc4)cccc2,19
AZAVUT01,1.297,1338.17,Cc1ccc(cc1)C1=NOC2=C1CCc1ccccc21,14
AZAYEI,1.472,984.76,NC1=C(C=NO1)C#N,14
AZAYIM,1.664,567.333,NC(=O)C1=C(N)ON=C1N,14
AZEHET,1.19,949.841,O=C1C=[N+]([O-])[C@](C)(C(C)C)N1C,4
AZEHIX,1.283,1989.349,O=C([C@@H]([C@H](C(=O)O)OC(=O)c1ccccc1)OC(=O)c1ccccc1)ON1CC(=O)N([C@@]1(C)C(C)C)C,145
AZEHOD,1.286,941.252,CN1C(C=[N+](C12CCCCC2)[O-])=O,14
AZEHUJ,1.172,1577.28,COc1ccc(cc1)[C@@H]1C(=O)N([C@@](N1O)(C)C(C)C)C,4
AZEJAR,1.256,810.278,COC(=O)c1ccc(cc1)[C@@H]1C(=O)N([C@@](N1O)(C)C(C)C)C,4
AZEJAS,1.281,1001.736,[O-]/[N+](C)=C(N)/c1ccc(N(C)C)cc1,14
AZOLOR,1.502,280.954,CC1=CC(=NO1)C(O)=O,2
AZUDIJ,1.419,848.411,O/N=C(/C1=NNC(=C1C)C(=O)C)\C,14
AZUVEX,1.112,499.429,O/N=C/C1=C(C)CCCC1(C)C,2
BABKIY,1.348,858.171,N1=C\C(\CC1)=C\C1=[N+](C=CC=C1)[O-],14
BABSUT,1.297,1163.877,COc1ccc(/C=[N+]([O-])/c2ccccc2)cc1,14
BABTAA,1.216,2307.575,[O-]/[N+](Cc1ccccc1)=C\c2ccccc2,61
BACQIG,1.309,2581.15,O=C1[C@H]2ON([C@H](C2)C2=CC=CN12)Cc1ccccc1,56
BACTEF,1.474,1596.603,N#C[C@H]1NC(=O)C2=NOC(=C2C1)C,61
BACTUV,1.282,2080.37,COC([C@H](O)[C@@H]1CC[C@H]2[C@@]1([N+]([O-])=C(O[C@H]3CCCC[C@@H]3c4ccccc4)C2)C)=O,14
BAFMIG,1.221,2806.026,O=C1C=C2[C@@H]([C@@]3([C@H]1C[C@H]1OC(O[C@H]1C3)(C)C)C)CC[C@]1([C@@]2(O)CC[C@@H]1[C@]([C@@H]1ON=C(C1)C(C)C)(O)C)C,19
BAFXIP,1.25,311.239,C[N+]1([O-])CCOCC1,11
BAGMEC,1.469,977.386,O=NN1CCN(CCN(CC1)N=O)N=O,14
BAGQEF,1.452,2600.407,COc1ccc(Nc2n[n+]([O-])c3ccccc3[n+]2[O-])cc1,14
BAGVIP,1.229,1047.396,CCO[C@H]1ON=C([C@H]([C@@H]1c1ccccc1)[C@H](c1ccccc1)O)c1ccccc1,2
BAHMUS,1.257,1397.188,O=C1[C@H]2CCC[C@@H]3[C@H]2[C@@]([C@H]2N1CCCC2)(C)N(O3)C,19
BAJCOH,1.408,1591.526,O=C(OCC1c2ccccc2c2ccccc12)ON1C(=O)CCC1=O,4
BAJGEB,1.079,859.854,O/N=C/1\CCCCCCCCCC[C@@H]1C1CCCCC1,2
BAJGIF,1.214,786.456,O/N=C/1\CCCCCCCCC[C@H](C1=O)c1ccccc1,2
BAKJUV,1.35,746.021,CON1c2ccccc2[C@@]2(C1=O)C[C@H](O)[C@H]1CO[C@@H]2CC1=O,2
BAKKAC,1.373,3041.853,CON1c2ccccc2[C@@]2(C1=O)C[C@@H]1NC(=O)[C@@H]3C[C@H]2OC[C@H]13,45
BAKLUX,1.318,1493.647,O=C1C[C@@H](N1)N(C(=O)c1ccccc1)OCc1ccccc1,19
BAKMIL,1.241,1628.698,c1ccc(cc1)CN1C[C@H]2C[C@@H]1[C@H]1[C@@H]2ON=C1c1ccccc1,4
BAKMOR,1.272,1567.857,CCO[C@H]1[C@H]2C[C@@H](N1C(=O)C)[C@H]1[C@@H]2ON=C1c1ccccc1,4
BAKTOX,1.354,692.493,COC(=O)C1=CON=C1C,14
BAKTUD,1.445,324.388,COC(=O)C1=CC(=NO1)C,11
BAMHOP,1.226,1751.78,O=C1N(O[C@H](c2ccccc2)CC(C)(C)C)C(=O)c2c1cccc2,14
BANFAY,1.552,749.483,ON=C1C(=O)c2ccccc2C1=O,19
BANNEL,1.378,593.496,CC1=C([N+]([O-])=CN1Cc2ccccc2)C(NN)=O,2
BANTOA,1.442,1277.403,CC(=O)Oc1ccccc1C(=O)ON1C(=O)CCC1=O,14
BANZAT,1.335,5457.792,COC1([C@H]2C[C@@H](C)[C@H]([C@@](CO)(N(=O)=O)C2)C1=O)OC,61
BAPHAD,1.234,1368.796,O=C1Nc2c([C@]1(C)N(c1ccccc1)O)cccc2,19
BAPHEH,1.274,663.126,O=C1Nc2c([C@]1(C)N(c1ccccc1)O)cccc2,2
BAPYAU,1.404,1737.61,COc1ccc(cc1)[C@@H]1N(O)[C@@H]([C@H]([C@@H]1C(=O)OC)C(=O)OC)C(=O)OC,2
BAPYEY,1.41,1589.289,COC(=O)[C@@H]1N(O)[C@@H]([C@@H]([C@@H]1C(=O)OC)C(=O)OC)c1ccccc1,19
BAQDAA,1.238,2074.375,C[C@@H](NC([C@@H]1Cc2c(C[N@+]1(Cc3ccccc3)[O-])cccc2)=O)c4ccccc4,19
BAQSES,1.431,1314.993,O=C1[C@H]2CO[C@H](O2)[C@H]2[C@@H]1[C@H]1[N@@](O2)C[C@H]2[C@@H]1OC(O2)(C)C,19
BAQSIW,1.276,1703.507,CC(=O)O[C@H]1[C@@H]2CO[C@@H](O2)[C@@H]2[C@H]1[C@@H]1[N@](O2)CC[C@H]1OC(C)(C)C,19
BASNIT,1.227,1192.301,CN1O[C@@](C[C@H]1C(=O)N)(C)c1ccccc1,14
BASQAN,1.223,2588.08,O/N=C(/C(=C/c1ccncc1)/c1ccccc1)\C,14
BASQOB,1.247,2320.85,C=C1CC[C@@H]([C@@]2([C@H]1ON1C(=O)[C@H]3C([C@]1(C(=O)C2)C(=CC3)C)(C)C)C)OCc1ccccc1,19
BAVREY,1.355,932.268,O=NN(C(=O)/C=C/c1ccccc1)C,14
BAWCEI,1.189,1638.935,OC[C@]1(C)CCC[C@](N1O[C@@H](c1ccccc1)C)(C)CO,2
BAWCIM,1.159,7369.684,CC[C@]1(CO)CCC[C@@](N1O[C@@H](c1ccccc1)C)(CC)CO,61
BAWTEY,1.486,903.589,CN1C(=O)[C@@H](CC(=O)OC)ONC1=O,14
BAXBAE,1.199,1719.163,CC([C@@H]1N(N=O)C(=O)OC1(c1ccccc1)c1ccccc1)C,19
BAXIFL,1.19,1810.84,O[C@@H](CO/N=C1c2c(c3ccccc3/1)cccc2)CNC(C)(C)C,14
BAXVEB,1.448,1286.001,[O-][N+]1=C2CCCCC2=NO1,61
BAXYEH,1.184,1168.249,COc1ccc([C@@H]2ON(c3ccc(C)cc3)C(C)(C)/C2=[N+]([O-])/c4ccc(C)cc4)cc1,2
BAYDUA,1.25,5523.975,O/N=C/1\[C@@H]2C[C@@H](C2)c2c1cccc2,61
BAYFIT,1.203,2604.767,O=C(N(C1=CC=CO1)C[C@@]1(O)C=C[C@@]23[C@@H](C1)N(C)C(=O)[C@]3(C2)C)ON1C(C)(C)CCCC1(C)C,14
BAYJUJ,1.316,755.303,COc1ccc(/[N+]([O-])=C2COO[C@@]\2(c3ccccc3)C)cc1,4
BAYKAQ,1.323,1014.066,OC/C(C(c1ccccc1)=O)=[N+]([O-])/c2ccc(C)cc2,145
BAZKES,1.171,4316.162,O/N=C(/C(=N/c1ccc(cc1)C)/C)\C,14
BAZKIW,1.205,1202.579,O/N=C(\C(=N/c1ccc(cc1)C)\C)/C(=O)C,19
BCAROX,1.201,744.556,O=C(c1ccccc1)O/N=C/1\C[C@@H](CC=C1C)C(=C)C,2
BEBDET,1.37,1441.937,COC(=O)C[C@@H]1ON(c2ccccc2)C(=O)c2c1cccc2,19
BEFQOT,1.349,1444.218,C[C@@H]1C[C@H]2CC(=O)[C@]34[C@]2(C(=O)C1)CCCN([C@@H](O4)CC3)O,19
BEFRAG,1.134,1187.318,CC([C@@H](N1OC(=O)[C@@H]2[C@H]([C@@H]1CC(C)C)OC(O2)(C)C)COCc1ccccc1)C,4
BEFXAM,1.317,3322.573,CCOc1ccc([N+]2=NOC([O-])=C2/C=C(C#N)/C(OCC)=O)cc1,15
BEFXEQ,1.394,1287.692,N#C/C(C(N)=O)=C\C1=C(ON=[N+]1c2ccc(C)cc2)[O-],2
BEFXIU,1.406,8653.448,[O-]C1=C([N+](c2ccccc2)=NO1)/C=C3C(Nc4ccccc4/3)=O,61
BEGGAV,1.211,1955.39,CN1C(=NO[C@@H]1c1ccccc1)/C(=N\c1ccccc1)/Nc1ccccc1,4
BEGLAA,1.386,2772.57,c1ccc2c(c1)N=C/C(=N/Oc1cnc3c(n1)cccc3)/N2,14
BEGLAA01,1.408,1364.324,c1ccc2c(c1)N=C/C(=N/Oc1cnc3c(n1)cccc3)/N2,14
BEHRIR,1.308,3956.371,COC1=C2COCC[C@@]32[C@H](C1=C(C)C)[C@@H](c1ccccc1)N(O3)c1ccccc1,15
BEHROX,1.24,4002.145,CC(=C1C(=O)[C@@H]2[C@]3([C@@H]1[C@H](c1ccccc1)N(O3)c1ccccc1)CCCC2)C,15
BEHWER,1.314,670.714,COc1ccc([C@@H]2C[C@@](OC)(O[N+]([O-])=C2C)C)cc1,2
BEJCAW,1.239,1476.491,[O-][N+]1=C(c2ccccc2)/C(CCC=C1)=C\c3ccccc3,9
BEJMOV,1.31,1878.664,O=C1N(c2ccccc2)C(=O)[C@H]2[C@@H]1[C@H](c1ccccc1)N(O2)c1ccccc1,19
BEJYOE,1.321,1515.445,O[C@]1(ON=C(c2c1cccc2)c1ccccc1)c1ccccc1,14
BEKLAE,1.333,838.018,[O-][N+]1=C2CCCCCCC2=NO1,14
BEKMIN,1.471,424.783,O=C1ON=C2CCc3ccccc3N12,2
BEKSOC,1.193,2853.164,CC(C)OC1=NOC(=C1)CNC(=O)OC(C)(C)C,60
BEKVOC,1.371,579.794,CC(=O)N(O)c1ccc2c(Cc3ccccc23)c1,4
BEKVOC01,1.362,583.232,CC(=O)N(O)c1ccc2c(Cc3ccccc23)c1,4
BELBUP,1.58,1144.594,ON1N=Nc2cccnc12,15
BELBUP01,1.616,1118.889,ON1N=Nc2cccnc12,15
BELBUP02,1.636,552.501,ON1N=Nc2cccnc12,14
BELBUP03,1.603,564.123,ON1N=Nc2cccnc12,29
BELBUP04,1.617,1117.967,ON1N=Nc2cccnc12,15
BELBUP05,1.6,565.146,ON1N=Nc2cccnc12,14
BELQUE,1.34,1975.573,C1COCC2=CC(=NO2)COCCOCCOCC2=NOC(=C2)COCCO1,9
