ccdc_id,Calc. Density,Cell Volume,CHIRAL SMILES,Space Gp. Number
NITPOL,1.491,619.606,Oc1ccc(cc1)N(=O)=O,14
NITPOL01,1.552,595.257,Oc1ccc(cc1)N(=O)=O,14
NITPOL02,1.544,598.512,Oc1ccc(cc1)N(=O)=O,14
NITPOL03,1.51,611.907,Oc1ccc(cc1)N(=O)=O,14
NITPOL04,1.488,620.93,Oc1ccc(cc1)N(=O)=O,14
NITPOL05,1.532,603.06,Oc1ccc(cc1)N(=O)=O,14
NITPOL06,1.474,626.921,Oc1ccc(cc1)N(=O)=O,14
NITPOL07,1.496,617.564,Oc1ccc(cc1)N(=O)=O,14
NITPOL08,1.55,595.988,Oc1ccc(cc1)N(=O)=O,14
NITPOL09,1.468,629.305,Oc1ccc(cc1)N(=O)=O,14
NITRBE,1.38,592.568,O=N(=O)c1ccccc1,14
NITRBE01,1.432,571.146,O=N(=O)c1ccccc1,14
NIVBOJ,1.666,1675.458,O=N(=O)[C@H]1[C@@H](Oc2c1cccc2)N(=O)=O,15
NIVBUP,1.572,344.696,O=N(=O)C1=COc2ccccc12,2
NIVCEA,1.669,531.558,O=N(=O)C(c1cccc2OC=Cc12)(N(=O)=O)N(=O)=O,2
NIVNEN,1.381,2027.035,CCOC(=O)[C@@H]1C(=CC2=C([C@H]1c1ccc(cc1)N(=O)=O)C(=O)Oc1c2ccc(c1)O)C,14
NIVPAJ,1.536,363.487,Nc1cc(CO)ccc1N(=O)=O,2
NIVPAJ01,1.502,1487.574,Nc1cc(CO)ccc1N(=O)=O,15
NIVSET,1.393,1546.981,O=N(=O)c1ccc2c(c1)O[C@]13[C@](O2)(CCCC1)Nc1c3cccc1,14
NIWCOO,1.351,2179.642,O=N(=O)c1ccc2c(c1)N=C1N2[C@@H](Cc2c1c(ccc2)/C=C/c1ccccc1)c1ccccc1,14
NIWQUG,1.342,2070.418,CCOC(=O)Cc1ccc(cc1)N(=O)=O,29
NIWROB,1.492,1198.987,O=C1N[C@H](Nc2c1cccc2)c1cccc(c1)N(=O)=O,14
NIWROB02,1.498,1193.557,O=C1N[C@H](Nc2c1cccc2)c1cccc(c1)N(=O)=O,14
NIWROB03,1.463,1222.801,O=C1N[C@H](Nc2c1cccc2)c1cccc(c1)N(=O)=O,14
NIXPIW,1.345,1065.481,COC(=O)[C@]1(C)CCC[C@]2([C@H]1CCc1c2cc(c(c1N(=O)=O)N(=O)=O)N1CCCC1)C,4
NIXXEZ,1.549,1162.775,O=Cc1ccc(OC(=O)c2ccccc2)c(c1)N(=O)=O,14
NIYDUX,1.205,11564.032,CCCCCCCCNC1=CC(=NCCCCCCCC)C2=CC1=Nc1cc(NC3=CC(=Nc4cc(N2)c(cc4N(=O)=O)N(=O)=O)C(=CC3=NCCCCCCCC)NCCCCCCCC)c(cc1N(=O)=O)N(=O)=O,15
NIYFEJ,1.205,8675.376,CCCCCCCCNC1=CC(=NCCCCCCCC)C2=CC1=Nc1cc(NC3=CC(=Nc4cc(NC5=CC(=Nc6cc(N2)c(cc6N(=O)=O)N(=O)=O)C(=CC5=NCCCCCCCC)NCCCCCCCC)c(cc4N(=O)=O)N(=O)=O)C(=CC3=NCCCCCCCC)NCCCCCCCC)c(cc1N(=O)=O)N(=O)=O,2
NIYVUO,1.464,817.542,COc1ccccc1[C@@H](CN(=O)=O)NNC(=O)c1ccc(cc1)N(=O)=O,4
NIZCAA,1.422,1276.699,Cc1cccc(Cc2ccc(cc2N(=O)=O)N(=O)=O)n1,14
NIZCEE,1.518,3153.323,O=N(=O)c1ccc(Cc2ccc3ccc4cccnc4c3n2)c(c1)N(=O)=O,15
NIZREU,1.437,2887.126,O/C(=C\C(=O)c1ccc(cc1)N(C)C)/c1ccc(cc1)N(=O)=O,61
NIZWID,1.338,2474.422,O=C[C@@H]1CC[C@H]([C@@H]([C@H]1c1ccccc1)N(=O)=O)O,61
NIZWUQ,1.398,3375.684,O=N(=O)c1cccc(c1)[C@H]1[N@@]2CCC[C@@H]2O[C@@H]1c1cccc(c1)N(=O)=O,15
NIZWUQ01,1.4,3370.827,O=N(=O)c1cccc(c1)[C@H]1[N@@]2CCC[C@@H]2O[C@@H]1c1cccc(c1)N(=O)=O,15
NIZYIF,1.339,1097.577,CC(=C[C@](C[C@@H]([C@H](c1ccccc1)C)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)(O)C)C,2
NMALAM,1.78,548.861,N/C(=C(\N(=O)=O)/C(=O)N)/O,19
NMALAM01,1.863,524.478,N/C(=C(\N(=O)=O)/C(=O)N)/O,19
NMANBA,1.579,1069.477,CNC(=O)c1cc(cc(c1NC)N(=O)=O)N(=O)=O,33
NMBYAN,1.311,1217.282,Cc1ccc(cc1)/N=C/c1ccc(cc1)N(=O)=O,2
NMBYAN01,1.394,572.331,Cc1ccc(cc1)/N=C/c1ccc(cc1)N(=O)=O,7
NMBYAN22,1.249,639.025,Cc1ccc(cc1)N=Cc1ccc(cc1)N(=O)=O,7
NMBYAN25,1.31,1218.328,Cc1ccc(cc1)/N=C/c1ccc(cc1)N(=O)=O,2
NMBYAN26,1.366,1167.986,Cc1ccc(cc1)/N=C/c1ccc(cc1)N(=O)=O,2
NMBZAX,1.471,1626.975,C/N(=C/c1ccc(cc1)N(=O)=O)=O,29
NMBZAX01,1.518,1576.785,C[N+]([O-])=Cc1ccc(cc1)N(=O)=O,29
NMBZYA,1.357,1254.668,COc1ccc(cc1)/N=C/c1ccc(cc1)N(=O)=O,14
