ccdc_id,CHIRAL SMILES
DUSCEA,O=C1C=CC(=C/C/1=C/Nc1cccc2c1nccc2)N(=O)=O
DUSGEE,Oc1c(C=O)cccc1N(=O)=O
DUSNUB,O=N(=O)c1ccccc1/C=N/Nc1ccccc1
DUSNUB01,O=N(=O)c1ccccc1/C=N/Nc1ccccc1
DUSWIA,Cc1ccc(c(c1)/C=N/c1cccc(c1C)N(=O)=O)O
DUSZEZ,O=C(c1ccc(cc1)N(C)C)/C=C/c1cccc(c1)N(=O)=O
DUSZID,O=C(c1cccc(c1)N(=O)=O)/C=C/c1cccc(c1)N(C)C
DUSZOJ,O=C(c1cccc(c1)N(=O)=O)/C=C/c1ccccc1
DUTBUQ,OC[C@@H](C(=O)N/N=C/c1ccccc1N(=O)=O)NC(=O)OCc1ccccc1
DUTQAL,O=N(=O)c1cc(ccc1N/N=C/1\CCCc2c1cccc2)N(=O)=O
DUTQOZ,O=C([O-])c1cc(cc(c1)N(=O)=O)c1cc[nH+]cc1
DUTRIT01,O=C1C[C@H](Oc2c1cccc2)c1ccc(cc1)N(=O)=O
DUTWAR,O=C1CC(C)(C)CC2=C1[C@H](c1cccc(c1)N(=O)=O)C1=C(O2)CC(CC1=O)(C)C
DUVFEH,CC(=O)N1c2ccccc2N2C(=O)c3cc(ccc3N=C12)N(=O)=O
DUVMAI,O=C1c2ccccc2C(=O)C1=Cc1ccccc1N(=O)=O
DUVVAS,COC(=O)C1(CC(=C)[C@@]2([C@H]1CCCC2)N(=O)=O)C(=O)OC
DUVVEW,COC(=O)C1(CC(=C)[C@@]([C@@H]1c1ccccc1)(C)N(=O)=O)C(=O)OC
DUVVIA,COC(=O)C1(CC(=C)[C@@]([C@@H]1C)(C)N(=O)=O)C(=O)OC
DUVVOG,COC(=O)C1(CC(=C)[C@]([C@H]1[C@@H]1COC(N1C(=O)OC(C)(C)C)(C)C)(C)N(=O)=O)C(=O)OC
DUWCOQ,Oc1c(/C=N/c2ccc(cc2)N(=O)=O)c(cc(c1O)C(C)(C)C)C(C)(C)C
DUWRIW,OC[C@H]1OC(=C[C@H]([C@@H]1O)O)N(=O)=O
DUWRIZ,O=C(C1=CC=C(O1)C)/C=C/c1ccc(cc1)N(=O)=O
DUWWIB,CC1(CCCN2c3ccccc3c3ccccc23)c2cc(ccc2c2ccc(cc12)N(=O)=O)N(=O)=O
DUWXIE,O=N(=O)c1ccc(cc1)/C=C/c1ccc(cc1)/C=C/c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1
DUWXOK,O=N(=O)c1ccc(cc1)/C=C/c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1
DUXCEF,O=C(N1c2ccc(cc2N=C1c1ccccc1)N(=O)=O)c1ccccc1
DUXDEH,O=N(=O)c1ccc(OCC#CC#CN2c3ccccc3c3ccccc23)cc1
DUXDEH01,O=N(=O)c1ccc(OCC#CC#CN2c3ccccc3c3ccccc23)cc1
DUXDEI,O=N(=O)c1cc(cc(c1/C=N\N=C(\N1N=Cc2c1cc(cc2N(=O)=O)N(=O)=O)/N)N(=O)=O)N(=O)=O
DUXDIM,O=N(=O)c1cc(cc(c1N/N=C/c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
DUXSIY,CO/N=C(\c1ccc(cc1)N(=O)=O)/C#N
DUYCUY,N#CCCN(c1ccc(cc1)/N=N/c1ccc(cc1)N(=O)=O)CC
DUYREU,O=N(=O)[C@@H]1[C@H]2[C@H]3[C@H]4[C@@H]1[C@H]1[C@@H]2[C@H]2[C@@H]3[C@@H]4[C@@H]1C2(N(=O)=O)N(=O)=O
DUYRIY,O=N(=O)C1(N(=O)=O)[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]2[C@@H]2[C@H]3[C@H]4[C@H]1C2(N(=O)=O)N(=O)=O
DUYSUL,COC(C1=C(NC(C)=C(C(OC(C)C)=O)[C@@H]1c2cc(N(=O)=O)ccc2)C#N)=O
DUZFEK,CCOC(=O)N(CC)N1C(=O)N(N=C1c1ccc(cc1)N(=O)=O)c1ccccc1
DUZFOU,O=C(OCc1ccccc1)N(Cc1ccccc1)N1C(=O)N(N=C1c1ccc(cc1)N(=O)=O)c1ccccc1
DUZPIX,C=C[C@]1(C)[C@@H](C)[C@H]([C@@]2([C@H]1CCC2)C)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
DUZQIB,O=C(c1cccc(c1)N(C)C)/C=C/c1ccc(cc1)N(=O)=O
DUZQIB01,O=C(c1cccc(c1)N(C)C)/C=C/c1ccc(cc1)N(=O)=O
DUZQIB02,O=C(c1cccc(c1)N(C)C)/C=C/c1ccc(cc1)N(=O)=O
DUZQIB03,O=C(c1cccc(c1)N(C)C)/C=C/c1ccc(cc1)N(=O)=O
DUZQOH01,O=C(c1cccc(c1)N(C)C)/C=C/c1cccc(c1)N(=O)=O
DUZQOH02,O=C(c1cccc(c1)N(C)C)/C=C/c1cccc(c1)N(=O)=O
DUZQOH03,O=C(c1cccc(c1)N(C)C)/C=C/c1cccc(c1)N(=O)=O
DUZQOH04,O=C(c1cccc(c1)N(C)C)/C=C/c1cccc(c1)N(=O)=O
DUZQOH05,O=C(c1cccc(c1)N(C)C)/C=C/c1cccc(c1)N(=O)=O
EAFWEN,CC(=C)[C@@H]1[C@H](C#CCCCCC2=C(C=C1O2)C)OC(=O)c1ccc(cc1)N(=O)=O
EBADAO,O=C(N1CCC[C@@H]1[C@@H]1C[C@]2(O1)CC[C@@H]1[C@]2(C)CC[C@H]2[C@H]1CCc1c2ccc(c1)OCc1ccccc1)c1cc(cc(c1)N(=O)=O)N(=O)=O
EBATOQ,O=C1N(c2ccccc2)C(=O)[C@@H]2[C@H]1C/C(=N\Nc1ccc(cc1N(=O)=O)N(=O)=O)/[C@@H]1[C@@H]2CCCC1
EBEWOA,O=C1OC(=O)c2cc3c(cccc3N(=O)=O)cc12
EBIPEO,CCCCNc1cc2Nc3ccccc3N(C)c2cc1N(=O)=O
EBIVET,CCOC(=O)[C@@]1(CC[C@]([C@@H]([C@H]1c1ccccc1OC)N(=O)=O)(C)O)N(=O)=O
EBOJUD,O=C(C1=C(OC(=O)/C/1=N\Nc1ccc(cc1N(=O)=O)N(=O)=O)c1ccccc1)c1ccccc1
EBORIA,O=C(NCCCCNC(=O)N(Cc1ccccc1)Cc1ccc(cc1)N(=O)=O)N(Cc1ccccc1)Cc1ccc(cc1)N(=O)=O
EBOTEY,O=C(NCCNC(=O)N(Cc1ccccc1)Cc1ccc(cc1)N(=O)=O)N(Cc1ccccc1)Cc1ccc(cc1)N(=O)=O
EBOZED,O=N(=O)c1cc(ccc1N/N=C(\C(=O)c1ccccc1)/c1ccccc1)N(=O)=O
EBURUR,O=N(=O)c1ccccc1C(=O)N1c2ccccc2C([C@H]1O)(C)C
EBUVUS,COC(=O)C1(CC(=C)C(=C(C1)/C=N/Nc1ccc(cc1N(=O)=O)N(=O)=O)C)C(=O)OC
ECAFOF,COc1cc2c(cc1OC)C[C@@H]1N([C@H]2CN(C1=O)[C@H](c1ccccc1N(=O)=O)C(=O)NC(C)(C)C)C
ECECIA,C=CCCO[C@]12C=C[C@@](O2)(CC(=O)C1)COC(=O)c1ccc(cc1)N(=O)=O
ECEMII,CC[C@H]1CC[C@@H]([C@@H]1C(=O)OC)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
ECEREL,CC(C)(C)OC(=O)C(c1ccc(cc1N(=O)=O)N(=O)=O)c1ccc(cc1N(=O)=O)N(=O)=O
ECIJUV,CCOC(=O)[C@]1(C#N)N(C)CC[C@]([C@H]1CC(=O)C)(C)N(=O)=O
ECINAH,COC(=O)c1cc(C(=O)c2ccccc2N(=O)=O)c2c3ccccc3OC(=O)c2c1O
ECINEL,COc1ccc(c(O)c1)c1c(cc(c(O)c1c1ccccc1)c1ccccc1)C(=O)c1ccccc1N(=O)=O
ECIQAK,Oc1ccccc1C(=O)c1cc(c(O)c(c2ccccc2)c1c1ccc(cc1)N(=O)=O)c1ccccc1
ECUPIE,O=C1CCCCN1/C=C(/c1ccccc1)\C[C@H](c1ccc(cc1)N(=O)=O)O
ECUXUW,O=N(=O)C1CC(C1)(N(=O)=O)N(=O)=O
ECUYOR,CO/C=C\1/C(=O)NC(=C([C@@H]1c1ccccc1N(=O)=O)C(=O)OC)C
ECUYUX,COC(=O)c1c(C)nc2Oc3ccccc3N=Cc2c1c1ccccc1N(=O)=O
EDAMOO,CCCN/C=C(/c1ccc(cc1)C)\N(=O)=O
EDASOR,N#Cc1ccccc1/N=N/Nc1ccccc1N(=O)=O
EDAWIP,N/C=C\N(=O)=O
EDAYIR,CCOC(=O)C1=C(Nc2ccccc2)N=C2C=CC(=CN12)N(=O)=O
EDEPOT,O=C1C[C@@H](O[C@@H](C1)c1ccccc1)c1ccc(cc1)N(=O)=O
EDETOX,O=C1CC[C@@H]2C(=C1)CC[C@H]1[C@H]2CC[C@@]2([C@@H]1CC[C@H]2OC(=O)c1ccc(cc1)N(=O)=O)C
EDEWUA,CCC(=O)N1C[C@@H]2CC[C@H](C1)N2C/C=C/c1ccc(cc1)N(=O)=O
EDIMOV,O=C1N(C(=O)c2ccccc12)c1cccc2cccc(c12)N(=O)=O
EDOREW,O=N(=O)c1cc2NN=Nc2c(c1N=[N+]=[N-])N(=O)=O
EDOVAU,CCOC1=Nc2c(O[C@@]31N(C)c1c(C3(C)C)cc(cc1)N(=O)=O)ccc1c2cccc1
EDUHAN01,N=C1OC2(CCCCC2)Nc2ccc(cc12)N(=O)=O
EDUNOJ,CC(C)c1cc(cc(C(C)C)c1O)N(=O)=O
EDUYIM,CCOC(=O)C1=NN([C@]2(N1c1ccccc1N1[C@](C2)(c2ccccc2)N(N=C1c1ccc(cc1)C)c1ccccc1)C)c1ccc(cc1)N(=O)=O
EFADOG,O=C([C@@H]1[C@H](c2cccc(c2)N(=O)=O)[C@H]([C@H]1c1cccc(c1)N(=O)=O)C(=O)c1ccccc1)c1ccccc1
EFAKAX,CO[C@]1(C)O[C@H](C(=O)O[C@@]1(C)OC)[C@@H]1CCOC(=O)[C@H]1[C@H](c1ccccc1)CN(=O)=O
EFAKUR,CO[C@]1(C)O[C@H](C(=O)O[C@@]1(C)OC)[C@H]1[C@@H](C(=O)Oc2c1cccc2)[C@H]1CCCC[C@H]1N(=O)=O
EFATOW,C=CCN1N=Cc2ccc(cc12)N(=O)=O
EFAXAN,NC1=C(N=NC2=NC(=NN12)C#N)N(=O)=O
EFAXIS,CC([C@@H]1CC[C@@H](CC1)Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)(C)C
EFAXOY,CC([C@@H]1CC[C@H](CC1)Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)(C)C
EFICEC,N#C[C@]12CCC[C@@]([C@H]2CC[C@@H]1C(=C)C)(C)OC(=O)c1ccc(cc1)N(=O)=O
EFIFOP,COc1ccccc1NC(=O)COc1ccccc1NC(=O)COc1ccccc1NC(=O)COc1ccccc1NC(=O)[C@H](Oc1ccccc1N(=O)=O)C
EFNBZE,O=C(c1cccc(c1)N(=O)=O)/C=C(/C1=C(C=C(O1)c1ccccc1)c1ccccc1)\c1ccccc1
EFOFOV,O=N(=O)c1ccc(Nc2c(cc(c3cccnc23)N(=O)=O)N(=O)=O)cc1
EFUCUG,CCOC(=O)/C(=N\Nc1ccc(cc1)N(=O)=O)/c1ccc(cc1)N(C)C
EFUDAN,CCOC(=O)/C(=N\Nc1ccccc1)/c1ccc(cc1)N(=O)=O
EFUMIE,CCOC(=O)/C(=N\Nc1ccc(cc1)N(=O)=O)/c1ccccc1
EFUPUR,N#C[C@@]12CCC[C@@]([C@H]2CC[C@@H]1C(=C)C)(C)OC(=O)c1ccc(cc1)N(=O)=O
EGAFIC,COC(=O)[C@H]1[C@H]2CC=C[C@H]2ON1C(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
EGAGAV,CCOC(=O)C1(N[C@@H]([C@@H]([C@H]1c1ccccc1)N(=O)=O)c1ccccc1)C(=O)OCC
EGAJAA,O=N(=O)/C(=C/c1cccc2c1cccc2)/C(=O)c1ccccc1
EGAMEF,O=C([C@]1(C)CC(C)(C)Nc2c(N1)cc(cc2)N(=O)=O)NC(C)(C)C
EGAQEL,O/N=C(/N(C)C)\Cc1cccc(c1)N(=O)=O
EGAZIX,COC(=O)c1ccc(c(N)c1c1ccc(OC)cc1)c1ccc(cc1)N(=O)=O
EGEHAA,O=N(=O)OCC(CON(=O)=O)(N(=O)=O)C(CON(=O)=O)(CON(=O)=O)N(=O)=O
EGEQUC,COc1cc(cc(OC)c1OC)N1C=CN=C1c1ccc(cc1)N(=O)=O
EGIVUM,CCCN1C(=O)N(CCC)C2=C(NC(=C2O)c2ccc(cc2)N(=O)=O)C1=O
EGORAW,O=C1O[C@]2(C[C@@H]1Nc1cccc(c1)N(=O)=O)OCC(C2)(C)C
EGOREA,O=C1O[C@]2([C@@H]([C@@H]1Nc1cccc(c1)N(=O)=O)CCC(O2)(C)C)C
EGORIE,Cc1ccc(cc1)[C@]12OC(=O)[C@H]([C@H]1CCN2C(=O)OC(C)(C)C)Nc1cccc(c1)N(=O)=O
EGOTOK,C=CC[C@@]1(/C=N/Nc2ccc(cc2N(=O)=O)N(=O)=O)CO[C@]([C@@](O1)(C)OC)(C)OC
EGUQIG,O=C1N2CC[C@H]2C[C@H]1[C@H](c1ccc(cc1)N(=O)=O)O
EGUQOM,O=C1N2CC[C@H]2C[C@H]1[C@@H](c1ccc(cc1)N(=O)=O)O
EGUQUS,O=C1N2CC[C@H]2C[C@@H]1[C@@H](c1ccc(cc1)N(=O)=O)O
EGURIH,OC(=O)[C@@H]1CC[C@@H]1NC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
EGUZIQ,COc1ccccc1/C=N/NC(=O)c1ccccc1N(=O)=O
EHAJON,N#C[C@@]1(C)CCCC[C@H]1N(=O)=O
EHAKEF,O=N(=O)c1ccccc1C1=CC=C(N1)C(c1ccccc1)=C1C=CC(=N1)c1ccccc1N(=O)=O
EHAPAH,O=C1C=CC(=C/C/1=C/Nc1cc(ccc1O)N(=O)=O)C
EHAQIP,O=N(=O)[C@@H]1[C@H](C=C2[C@H]([C@H]1c1ccccc1)C[C@@H]1[C@H](C2)C(=O)N(C1=O)C)N1CCOCC1
EHAQUB,O=N(=O)[C@@H]1[C@H](CC2=CC[C@H]3[C@@H]([C@@H]2[C@H]1N1CCOCC1)C(=O)N(C3=O)C)c1ccccc1
EHECAV,CO[C@@H]1CC[C@@](CC1)(C#N)OC(=O)c1ccc(cc1)N(=O)=O
EHECEZ,N#C[C@@]1(CC[C@@H](CC1)OC(=O)C)OC(=O)c1ccc(cc1)N(=O)=O
EHEMIP,COC(=O)[C@H]1CC=C2[C@@H]3[C@@H]1CN([C@@H]3[C@H]([C@@H](C2)c1ccccc1)N(=O)=O)Cc1ccccc1
EHETUG,O=N(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)N(=O)=O
EHEVAO,O=N(=O)c1cccc(c1)c1nnc(nn1)c1cccc(c1)N(=O)=O
EHEZIA,[O-]C(C[NH+](CC(O)=O)Cc1ccc(N(=O)=O)cc1)=O
EHIMUF,OOC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
EHIXEB,CCOC(=O)[C@@H]1CCc2c3[C@H]1c1ccc(cc1Cc3cc1c2cccc1)N(=O)=O
EHOMIY,O=N(=O)c1ccccc1/C=N/OCCCCO/N=C/c1ccccc1N(=O)=O
EHUPEE,C[C@H]1C=CC[C@@](C1)(COC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)c1ccccc1
EHUWIP,O=N(=O)C1=C(N2CCC3=C(Nc4ccccc34)C2=C1c1ccccc1)c1ccccc1
EIMTNB,O=N(=O)c1cc(c(N2CC2)c(c1)N(=O)=O)N(=O)=O
EJEGOP,O=N(=O)C1=NON=C1OC1=NON=C1C#N
EJEJOS,O=N(=O)c1cccc2nc(c3ccccn3)c(nc12)c1ccccn1
EJEPUE,O=N(=O)c1ccc(cc1)N/N=N/c1ccc(cc1)N(=O)=O
EJEXUO,O=N(=O)C1=CC=C(N2C1=NN=N2)/N=C(/N1CCOCC1)\C1CCCC1
EJEYID,CN1C=NC(=C1/N=C(/N1CCCCC1)\C)N(=O)=O
EJOGAO,O=N(=O)C1=NON=C1N(=O)=O
EJOXAC,CN/C(=C\1/C=C(C)C=C(C1=O)N(=O)=O)/C
EJUCEU,CO/N=C(/c1ccc(nc1)Oc1ccc(cc1)N(=O)=O)\CN1C=NC=N1
EKAGUU,O=N(=O)c1ccc(cc1)C1=NO[C@]2([C@@H]1C[C@H]1C[C@@H]2C1(C)C)[C@H](O[C@@H]([C@]12ON=C([C@H]1C[C@H]1C[C@@H]2C1(C)C)c1ccc(cc1)N(=O)=O)O)O
EKAHAB,O=N(=O)c1ccc(cc1)C1=NO[C@]2([C@@H]1C[C@H]1C[C@@H]2C1(C)C)C
EKAHEF,O=N(=O)c1ccc(cc1)C1=NO[C@@]2([C@H]1C[C@@H]1C[C@H]2C1(C)C)C
EKAHIJ,O=N(=O)c1ccc(cc1)C1=NO[C@]2(N1O[C@H]1[C@@H]2CCCC1)c1ccc(cc1)N(=O)=O
EKAHOP,O=N(=O)c1ccc(cc1)C1=NO[C@H]2[C@@H]1CCC2
EKAJAD,O=N(=O)c1ccc(cc1)C1=NO[C@H]2[C@@H]1Cc1c2cccc1
EKAMIO,CCOC(=O)c1ccc(cc1)C/C=C\[C@H]([C@H](c1ccc(cc1)N(=O)=O)O)c1ccccc1
EKAQOY,O=N(=O)c1cc(nc(c1)N1C=CC=N1)N1C=CC=N1
EKAVUJ,CC[C@@H]([C@H]([C@@H](C(=O)N(OC)C)C)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)c1ccccc1
EKAWAQ,CON(C(=O)[C@H]([C@@H]([C@@H](c1ccccc1)CC(C)C)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C)C
EKEMEM,O=C1CCCN1C(=O)COc1ccc(cc1)N(=O)=O
EKUMOM,O=N(=O)C1(CCCCC1)/N=N/c1ccc(cc1N(=O)=O)N(=O)=O
EKUWEN,CCOC(=O)C1=C(OC(=C1c1ccc(cc1)N(=O)=O)c1ccccc1)c1ccccc1
ELEJUB,O[C@H]([C@@H](C)[NH+]=CC1=C(C=CC(=C1)[N+](=O)[O-])[O-])C1=CC=CC=C1
ELEJUB01,C[C@H]([C@H](c1ccccc1)O)N/C=C\1/C=C(C=CC1=O)N(=O)=O
ELIGEN,O=N(=O)OCN1N=C(C2=C1C(=NN2CON(=O)=O)N(=O)=O)N(=O)=O
ELIGEN01,O=N(=O)OCN1N=C(C2=C1C(=NN2CON(=O)=O)N(=O)=O)N(=O)=O
ELIGUD,O=N(=O)OCN1N=C(N=C1C1=NC(=NN1CON(=O)=O)N(=O)=O)N(=O)=O
ELIHUC,CC(OC(=O)C1=C(C)NC2=C([C@@H]1c1cccc(c1)N(=O)=O)C(=O)NC2=O)C
ELOVAD,O=C(c1ccccc1N(=O)=O)/C=C/c1ccccc1OCCOc1ccccc1/C=C/C(=O)c1ccccc1N(=O)=O
ELOVEH,O=C(c1ccccc1N(=O)=O)/C=C/c1ccccc1OCCOCCOCCOc1ccccc1/C=C/C(=O)c1ccccc1N(=O)=O
ELOXOS,O=C1NC=C(C=C1)N(=O)=O
ELOZUB,CC1=C(N(N=C1N(=O)=O)c1ccc(cc1N(=O)=O)N(=O)=O)N(=O)=O
ELUBIW,CC1=NC(=C(N1CC(=O)c1ccccc1)N(=O)=O)Nc1ccccc1
ELUDOF,COc1ccc(cc1)/C=C(\C(=O)c1ccccc1)/N(=O)=O
ELUMUV,N#C[C@]1(CCCc2c1nc1CCCCc1c2)/N=N/c1ccccc1N(=O)=O
ELUQEK,CCCCO[C@]12CCC=C3[C@@H]2[C@@H]([C@H](C=C1)OC(=O)c1ccc(cc1)N(=O)=O)C3
ELUWUE,COC(=O)c1ccccc1C#Cc1c(NC(=O)c2ccccc2)cccc1NC(=O)c1ccc(cc1)N(=O)=O
EMATUK,COc1cccc2c1N(C=C2)[C@H](CC(=O)c1ccccc1)CN(=O)=O
EMAWUL,CC(=O)c1cc(/N=N/c2ccc(cc2)N(=O)=O)ccc1O
EMAZUO,O=N(=O)c1cccc2c1NN=C2N(=O)=O
EMEDOQ,O=C1Oc2ccccc2C(=C1N(=O)=O)Nc1cccc2ccccc12
EMEDUW,O=C1Oc2ccccc2C(=C1N(=O)=O)Nc1ccccc1
EMEXAW,COc1ccc(CN2C=Nc3cc(c(nc23)c2ccccc2O)N(=O)=O)cc1
EMIGOY,C/C=C(\C1=CC[C@]2(C1=CCC[C@@H]2C)COC(=O)c1ccc(cc1)N(=O)=O)/C
EMITUS,COC([C@H]1[C@@H](OC(c2ccc(N(=O)=O)cc2)=O)CCC=C[C@@H]1c3ccccc3)=O
EMIVIF,CCOC(=O)C1=C(N)Oc2c([C@@H]1c1cccc(c1)N(=O)=O)ccc1c2nccc1
EMIVIF01,CCOC(=O)C1=C(N)Oc2c([C@@H]1c1cccc(c1)N(=O)=O)ccc1c2nccc1
EMOLEZ,CC1(C)CC(=O)C2=C(C1)N(N=N2)c1ccc(cc1)N(=O)=O
EMOMOL,O=C1CN(C(=O)CN1c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O
EMOPIG,COc1ccc(c(C=O)c1OCc1ccccc1)N(=O)=O
EMOYIO,COc1ccc(c(c1)[C@@]1(C)CCN(C1=O)C)N(=O)=O
EMUDAU,O=CN1C=C[C@H](C=C1)CN(=O)=O
EMUDIA,CN(C)C1(CCOC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)COC1
EMUDOG,CC(C)(C)c1ccc(cc1)C1(CCOC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)COC1
EMUJII,CCCCC(=C=C)C[C@@]1(Cc2cccc(c2)N(=O)=O)C(=NN(C1=O)c1ccccc1)C
EMULEE,O=N(=O)c1ccc2c3ccc(cc3C(CC#C)(CC#C)c2c1)N(=O)=O
ENAKOU,Cc1ccc(cc1)c1cc(cc(c1O)c1ccc(C)cc1)N(=O)=O
ENAKUA,Cc1cccc(c1)c1cc(cc(c1O)c1cccc(C)c1)N(=O)=O
ENALAH,Cc1ccccc1c1cc(cc(c1O)c1ccccc1C)N(=O)=O
ENBILO,CCC1=C(CC)/C(=C/C2=C(CC)C(=C(N2)/C(=C\2/NC(=O)C(=C2CC)CC)/N(=O)=O)CC)/N=C1/C=C/1\NC(=O)C(=C1CC)CC
ENBILO10,CCC1=C(CC)/C(=C/C2=C(CC)C(=C(N2)/C(=C\2/NC(=O)C(=C2CC)CC)/N(=O)=O)CC)/N=C1/C=C/1\NC(=O)C(=C1CC)CC
ENIGIT,O=C([C@H]1N(C[C@@H]2[C@@]31C=C[C@H](O3)C2)c1ccccc1N(=O)=O)NC1CCCCC1
ENIMUM,C=C=C[C@](C(COC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)(C)C)(c1ccc2c(c1)cccc2)C1CC1
ENINIB,C=C=C[C@](c1ccc2c(c1)cccc2)([C@H](COC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C)C
ENIZEG,CN(c1ccc(cc1)/C=C/1\OC(=O)c2c1ccc(c2)N(=O)=O)C
ENPROP,CCOC(=O)[C@H]([C@@H](c1ccc(cc1)N(=O)=O)ON(=O)=O)N(=O)=O
ENUCEW,O=N(=O)c1ccc(cc1)/C=N/Nc1cc(nc(c1)c1ccccn1)c1ccccn1
ENUHIF,O=C(C1=Nc2c(N1)cccc2)/C=C/c1cccc(c1)N(=O)=O
ENUMUX,Cc1ccc(CN2C=C(N=C2C)N(=O)=O)cc1
ENUNAE,COc1cc(C=O)c(cc1OC)C1=C(N=C(C)N1CCCc1ccccc1)N(=O)=O
ENUNEI,CCCCN1C(=NC(=C1c1cc(OC)c(OC)cc1C=O)N(=O)=O)C
ENUNIM,CC1=NC(=C2N1CCc1ccccc21)N(=O)=O
ENUNOS,O=N(=O)C1=C(N(CCc2ccccc2)C=N1)c1ccc(cc1)C#N
ENUNUY,O=N(=O)c1cccc(c1)C1=C(N=CN1CCc1ccccc1)N(=O)=O
ENUPEK,CC1=NC(=C(N1CCc1ccccc1)c1ccccc1C=O)N(=O)=O
ENVFUR,CN(/C=C/C1=CC=C(O1)N(=O)=O)C
ENVFUR01,CN(/C=C/C1=CC=C(O1)N(=O)=O)C
EPANAM,CC1=CC(=O)C(=C/C/1=N\NC(=O)c1ccc(cc1)N(=O)=O)C(C)C
EPATAR,CN1C(=O)N[C@H](C2=C1C=NNC2=O)c1cccc(c1)N(=O)=O
EPEPUN,O=N(=O)c1cnc(N2C=C(C(=N2)C2=NN=NN2)N(=O)=O)c(c1)N(=O)=O
EPIDEP,COc1cc(/C=C/c2ccc(cc2)N(=O)=O)ccc1OC
EPIVOR,Cc1ccc(CCNc2nc3c4ccccc4C(=O)c3cc2N(=O)=O)cc1
EPNBCH10,C[C@@H](OC(=O)c1ccc(cc1)N(=O)=O)/C=C/[C@@]12O[C@@H](CC1(C)C)C[C@@]2(C)O
EPOREJ,CN1N=C(C)C(=C1N1N=C(C=C1c1ccccc1)c1ccccc1)N(=O)=O
EQAJAK,N#C/C(=C\c1cc(OC)c(cc1OC)/C=C(/c1cccc(c1)N(=O)=O)\C#N)/c1cccc(c1)N(=O)=O
EQAJAK01,N#C/C(=C\c1cc(OC)c(cc1OC)/C=C(/c1cccc(c1)N(=O)=O)\C#N)/c1cccc(c1)N(=O)=O
EQASOG,CN1N=C(c2ccccc2)c2cc(ccc12)N(=O)=O
EQAWEA,CCOC(=O)/C(=N/Nc1ccccc1N(=O)=O)/C
EQAXEC,CCN1N=C(C(=C1[O-])[N+]#N)N(=O)=O
EQEBIN,CC1=CC(C)(C)Nc2ccc(cc12)N(=O)=O
EQETUQ,O=N(=O)[C@H]1[C@@H](C[C@@]2(N(C1=O)CCN2)c1ccccc1)c1ccccc1
EQIKOF,C[C@]1(OC1)[C@H]1CC(=NN1c1ccccc1)c1ccc(cc1)N(=O)=O
EQIKUL,C[C@@]1(OC1)[C@H]1CC(=NN1c1ccccc1)c1ccc(cc1)N(=O)=O
EQIXOS,CON(OC)C(=O)Nc1ccc(cc1)N(=O)=O
EQOCET,COC(=O)[C@@H]1C[C@@]2([C@H](N1C(=O)C)Nc1c2cc(cc1)N(=O)=O)N(=O)=O
EQUJAE,O=C([C@]1(CCC[C@@H](C1)c1ccc(cc1)N(=O)=O)NC(=O)c1ccccn1)NC(C)(C)C
EQUMEK,O=C1N(c2ccc(cc2)N(=O)=O)C(=O)[C@H]2[C@@H]1[C@@]1(c3ccccc3)c3c([C@@]2(C1=O)c1ccccc1)c1ccccc1c1c3cccc1
EQUSUE,O=N(=O)[C@H]1[C@H](C[C@@]([C@@H]([C@H]1c1ccccc1)C(=O)c1ccccc1)(O)c1ccccc1)c1ccccc1
EQUTAL,O=N(=O)[C@H]1[C@@H](C[C@@]([C@H]([C@@H]1c1ccccc1)C(=O)C)(C)O)c1ccccc1
EQUTUI,O[C@H]1OC[C@@H]([C@H]2[C@H]1[C@H](Oc1c2cccc1)c1ccc(cc1)C)N(=O)=O
ERAWEB,CN1C=C(c2c1cccc2N(=O)=O)[C@@H]1[C@@H]2O[C@@H]3[C@H]1[C@@H]3C2
ERAZEF,Cc1cc(cc(C)c1O)N(=O)=O
ERETAW,NC(C1=[N+](ON=C1N2N=C(N(=O)=O)C(C(N)=O)=[N+]2[O-])[O-])=O
