ccdc_id,CHIRAL SMILES
NITBAL10,O/N=C/c1ccc(cc1)N(=O)=O
NITBAL11,O/N=C/c1ccc(cc1)N(=O)=O
NITBAL12,O/N=C/c1ccc(cc1)N(=O)=O
NITBAL15,O/N=C/c1ccc(cc1)N(=O)=O
NITOLU,Cc1ccc(cc1)N(=O)=O
NITOLU01,Cc1ccc(cc1)N(=O)=O
NITPOL,Oc1ccc(cc1)N(=O)=O
NITPOL01,Oc1ccc(cc1)N(=O)=O
NITPOL02,Oc1ccc(cc1)N(=O)=O
NITPOL03,Oc1ccc(cc1)N(=O)=O
NITPOL04,Oc1ccc(cc1)N(=O)=O
NITPOL05,Oc1ccc(cc1)N(=O)=O
NITPOL06,Oc1ccc(cc1)N(=O)=O
NITPOL07,Oc1ccc(cc1)N(=O)=O
NITPOL08,Oc1ccc(cc1)N(=O)=O
NITPOL09,Oc1ccc(cc1)N(=O)=O
NITRBE,O=N(=O)c1ccccc1
NITRBE01,O=N(=O)c1ccccc1
NIVBOJ,O=N(=O)[C@H]1[C@@H](Oc2c1cccc2)N(=O)=O
NIVBUP,O=N(=O)C1=COc2ccccc12
NIVCEA,O=N(=O)C(c1cccc2OC=Cc12)(N(=O)=O)N(=O)=O
NIVNEN,CCOC(=O)[C@@H]1C(=CC2=C([C@H]1c1ccc(cc1)N(=O)=O)C(=O)Oc1c2ccc(c1)O)C
NIVPAJ,Nc1cc(CO)ccc1N(=O)=O
NIVPAJ01,Nc1cc(CO)ccc1N(=O)=O
NIVSET,O=N(=O)c1ccc2c(c1)O[C@]13[C@](O2)(CCCC1)Nc1c3cccc1
NIWCOO,O=N(=O)c1ccc2c(c1)N=C1N2[C@@H](Cc2c1c(ccc2)/C=C/c1ccccc1)c1ccccc1
NIWQUG,CCOC(=O)Cc1ccc(cc1)N(=O)=O
NIWROB,O=C1N[C@H](Nc2c1cccc2)c1cccc(c1)N(=O)=O
NIWROB02,O=C1N[C@H](Nc2c1cccc2)c1cccc(c1)N(=O)=O
NIWROB03,O=C1N[C@H](Nc2c1cccc2)c1cccc(c1)N(=O)=O
NIXPIW,COC(=O)[C@]1(C)CCC[C@]2([C@H]1CCc1c2cc(c(c1N(=O)=O)N(=O)=O)N1CCCC1)C
NIXXEZ,O=Cc1ccc(OC(=O)c2ccccc2)c(c1)N(=O)=O
NIYDUX,CCCCCCCCNC1=CC(=NCCCCCCCC)C2=CC1=Nc1cc(NC3=CC(=Nc4cc(N2)c(cc4N(=O)=O)N(=O)=O)C(=CC3=NCCCCCCCC)NCCCCCCCC)c(cc1N(=O)=O)N(=O)=O
NIYFEJ,CCCCCCCCNC1=CC(=NCCCCCCCC)C2=CC1=Nc1cc(NC3=CC(=Nc4cc(NC5=CC(=Nc6cc(N2)c(cc6N(=O)=O)N(=O)=O)C(=CC5=NCCCCCCCC)NCCCCCCCC)c(cc4N(=O)=O)N(=O)=O)C(=CC3=NCCCCCCCC)NCCCCCCCC)c(cc1N(=O)=O)N(=O)=O
NIYVUO,COc1ccccc1[C@@H](CN(=O)=O)NNC(=O)c1ccc(cc1)N(=O)=O
NIZCAA,Cc1cccc(Cc2ccc(cc2N(=O)=O)N(=O)=O)n1
NIZCEE,O=N(=O)c1ccc(Cc2ccc3ccc4cccnc4c3n2)c(c1)N(=O)=O
NIZREU,O/C(=C\C(=O)c1ccc(cc1)N(C)C)/c1ccc(cc1)N(=O)=O
NIZWID,O=C[C@@H]1CC[C@H]([C@@H]([C@H]1c1ccccc1)N(=O)=O)O
NIZWUQ,O=N(=O)c1cccc(c1)[C@H]1[N@@]2CCC[C@@H]2O[C@@H]1c1cccc(c1)N(=O)=O
NIZWUQ01,O=N(=O)c1cccc(c1)[C@H]1[N@@]2CCC[C@@H]2O[C@@H]1c1cccc(c1)N(=O)=O
NIZYIF,CC(=C[C@](C[C@@H]([C@H](c1ccccc1)C)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)(O)C)C
NMALAM,N/C(=C(\N(=O)=O)/C(=O)N)/O
NMALAM01,N/C(=C(\N(=O)=O)/C(=O)N)/O
NMANBA,CNC(=O)c1cc(cc(c1NC)N(=O)=O)N(=O)=O
NMBYAN,Cc1ccc(cc1)/N=C/c1ccc(cc1)N(=O)=O
NMBYAN01,Cc1ccc(cc1)/N=C/c1ccc(cc1)N(=O)=O
NMBYAN22,Cc1ccc(cc1)N=Cc1ccc(cc1)N(=O)=O
NMBYAN25,Cc1ccc(cc1)/N=C/c1ccc(cc1)N(=O)=O
NMBYAN26,Cc1ccc(cc1)/N=C/c1ccc(cc1)N(=O)=O
NMBZAX,C/N(=C/c1ccc(cc1)N(=O)=O)=O
NMBZAX01,C[N+]([O-])=Cc1ccc(cc1)N(=O)=O
NMBZYA,COc1ccc(cc1)/N=C/c1ccc(cc1)N(=O)=O
NMBZYA01,COc1ccc(cc1)/N=C/c1ccc(cc1)N(=O)=O
NMBZYA02,COc1ccc(cc1)/N=C/c1ccc(cc1)N(=O)=O
NMHXNT,OC[C@@H]1C[C@@]2(N([C@H]1[C@H]1C[C@]1(C2)N(=O)=O)O)N(=O)=O
NMPCPR,N#CCCNC(=O)[C@H]1CC(=CN1C)NC(=O)[C@@H]1CC(=CN1C)N(=O)=O
NMYPHD,O=N(=O)/C=C/1\OC(=O)c2c1cccc2
NMYPIP,O=N(=O)/C=C\1/CCCCN1
NMZNON,CN1C[C@@]2(CC(=O)C[C@](C1)(C2)N(=O)=O)N(=O)=O
NMZNON01,CN1C[C@@]2(CC(=O)C[C@](C1)(C2)N(=O)=O)N(=O)=O
NNAPAN10,O=C1OC(=O)c2ccc(c3c2c1ccc3N(=O)=O)N(=O)=O
NNAPMP,Cc1cccc(C)c1Oc1c2ccccc2c(cc1N(=O)=O)N(=O)=O
NNFPRO,O=N(=O)C1=CC=C(O1)/C=C/C(=O)c1ccc2c(c1)cccc2
NOACTD,NC(=O)CN(=O)=O
NOADFU,COC(=O)[C@]1(C=CC(O1)(N(=O)=O)N(=O)=O)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
NOBSEE,O=N(C[C@@H](c1ccccc1)C2=C(c3ccccc3)ON=C2c4ccccc4)=O
NOBSUV,COC[C@](C(=O)N1C(=O)OC[C@H]1C(C)C)(CCCOC(=O)c1ccc(cc1)N(=O)=O)C
NOCWIM,COc1ccc(cc1)CN1C(=O)[C@@H]([C@H]2[C@]1(COC(O2)(C)C)C(=O)Nc1ccccc1N(=O)=O)C
NODTIJ,Nc1cc(ccc1O)N(=O)=O
NODXEK,O=C1CCCC2=C1[C@H](C1=C(O2)CCCC1=O)c1ccccc1N(=O)=O
NODYIO,CCC[C@H]([C@@H]1c2ccccc2[C@@H](c2c1cccc2)N(=O)=O)C(=O)C
NOETNA,O=N(=O)N(CC(N(=O)=O)(N(=O)=O)N(=O)=O)CC(N(=O)=O)(N(=O)=O)N(=O)=O
NOETNA01,O=N(=O)N(CC(N(=O)=O)(N(=O)=O)N(=O)=O)CC(N(=O)=O)(N(=O)=O)N(=O)=O
NOETNA02,O=N(=O)N(CC(N(=O)=O)(N(=O)=O)N(=O)=O)CC(N(=O)=O)(N(=O)=O)N(=O)=O
NOEURA,O=C(NCC(N(=O)=O)(N(=O)=O)N(=O)=O)NCC(N(=O)=O)(N(=O)=O)N(=O)=O
NOEURA01,O=C(NCC(N(=O)=O)(N(=O)=O)N(=O)=O)NCC(N(=O)=O)(N(=O)=O)N(=O)=O
NOFBEP,CNC(NC)=C(C=C1C(=O)CC(C)(C)CC1=O)N(=O)=O
NOFLUP,O[C@@H](c1ccccc1)CNc1ccc(cc1)N(=O)=O
NOFNED,Cc1cc(ccc1O)c1ccccc1N(=O)=O
NOFNIH,Cc1ccc(c2cc(C)c(O)c(C)c2C)c(c1)N(=O)=O
NOFWAJ,COc1cccc2c1OC[C@]1([C@@H]2C(=C[C@H]1c1ccccc1)C(=O)OCc1ccccc1)N(=O)=O
NOGCET,CN1C(=NC(=C1N(=O)=O)C#CC=C(C)C)C
NOGCIX,CC1=NC(=C(N1C)N(=O)=O)C#C/C=C(/c1ccccc1)\C
NOGGUL,COc1c(OC)cc(cc1OC)/C=C/c1ccc(c(c1)OC)N(=O)=O
NOGRIM,CC(C)(C)NC1=C(N=C2N1C=CC=C2C(O)=O)c1cccc(c1)N(=O)=O
NOHCAQ,CN1C=C(c2ccccc2)[C@H](NC1=O)c1ccc(cc1)N(=O)=O
NOHDAS,CCOC(=O)C1=CC[C@]2([C@@H]1N(C(=O)C)c1c2cccc1)N(=O)=O
NOHDFR,COC(=O)[C@]1(C=C[C@@H](O1)N(=O)=O)OC(=O)C
NOHREJ,CO[C@@]1(COCc2ccccc2)O[C@@H]([C@H]2[C@@H]1[C@@H]2N(=O)=O)COCc1ccccc1
NOHTOT,CCOC(=O)C1=C(C)NC(=C([C@H]1c1cccc(c1)N(=O)=O)C(=O)OC)C
NOJGOL,C=C[C@H]1CCC[C@]2(O1)CCC/C(=N/Nc1ccc(cc1N(=O)=O)N(=O)=O)/C2
NOJKUU,CO[C@H]1CCCN2N1C(=O)[C@@H]1C[C@H](CN1C2=O)OCc1ccc(cc1)N(=O)=O
NOJLAB,CO[C@H]1CCCCN2N1C(=O)[C@@H](N(C2=O)Cc1ccc(cc1)N(=O)=O)C
NOJTUC,Oc1ccccc1/C=N/[C@H]([C@H](c1ccc(cc1)N(=O)=O)/N=C/c1ccccc1O)c1ccc(cc1)N(=O)=O
NOKJEF,NC1=C(N=NC2=NC(=NN12)N(=O)=O)[N+]([O-])=NN(=O)=O
NOKJIJ,CC(C)(C)N=[N+]([O-])C1=C(N)N2N=C(N=C2N=N1)N(=O)=O
NOKJOP,CC(C)N1N=C([N+]([O-])=NC(C)(C)C)C(=NN(=O)=O)N2N=C(N=C12)N(=O)=O
NOLFUQ,COC(=O)[C@H]([C@H](c1ccc(cc1)N(=O)=O)O)C
NOLHIG,COC(=O)C1=C2C=CC=CC2=C(C)N1c1ccc(cc1)N(=O)=O
NOLZUJ,COC(=O)[C@H]1N[C@H]([C@]([C@H]1c1ccc(cc1)OC)(C)N(=O)=O)c1ccccc1O
NOMBEA,Cc1c(cc(cc1N(=O)=O)C(O)=O)N(=O)=O
NOMBEA01,Cc1c(cc(cc1N(=O)=O)C(O)=O)N(=O)=O
NOMESL,Cc1cc(C)c(c(C)c1)N(=O)=O
NONQUF,O=N(=O)c1ccc(cc1)N1c2ccccc2C(c2ccccc12)=C1c2ccccc2c2ccccc12
NONYOE,CO[C@H]1O[C@H](C)[C@H]([C@@](C1)(C)N(=O)=O)O
NOPGIL,CN1C=C(c2ccc(cc2)N(=O)=O)c2ccccc12
NOPHKN,O=C(c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O
NOPHKN01,O=C(c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O
NOPLUA,CC(=O)c1cc2cccc3ccc4ccc(c1c4c23)N(=O)=O
NOPROA,OC(=O)CCN(=O)=O
NOPTUK,O=N(=O)C1=C(/C(=C\N2CCCC2)/c2ccccc2)c2c(OC1=O)cccc2
NOQBOM,O=N(=O)C[C@H]([C@H](/C(=C\1/C(=NN(C1=O)c1ccccc1)C)/C)C)c1ccccc1
NOQVUL,CC1=CC=C(O1)/C=N/c1cccc(c1)N(=O)=O
NORCED,O=N(=O)c1cccc(Oc2ncccn2)c1
NORDEE,O=N(=O)c1ccc(Oc2ccc(cc2)c2ccccc2)cc1
NORPUG,CC(C)COC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
NOSLEM,Nc1cc(c(cc1N1CCOCC1)N1CCOCC1)N(=O)=O
NOSQIY,O=C(c1ccc(cc1)N(=O)=O)O[C@H]1C[C@@H]2C[C@H]1C=C2
NOTNAO,CC[C@@H]([C@H]1Nc2c(C31CCCCC3)cccc2)N(=O)=O
NOTPEU,Nc1c(cc(c2ccccc2)c(c2cccnc2)c1N(=O)=O)C#N
NOTPIY,Nc1c(cc(c2ccccc2)c(c2ccc3ccccc3c2)c1N(=O)=O)C#N
NOTRAP,CC[C@@]1(CCC(=O)NC1=O)c1ccc(cc1)N(=O)=O
NOTRUJ,O=C(c1ccc(cc1)N(=O)=O)C1=C([O-])[O+]=C2C=CC=CN12
NOVHIR,COc1ccc(cc1)N1C(=O)[C@@H]([C@@H]1c1ccc(cc1)N(=O)=O)Oc1ccccc1
NOXBZA,OOC(=O)c1ccccc1N(=O)=O
NOXBZP10,OOC(=O)c1ccc(cc1)N(=O)=O
NOYGIR,COc1cc(c(OC)c2ccccc12)C(N(=O)=O)(N(=O)=O)N(=O)=O
NOYGOX,COC1=CC(C(=O)c2ccccc12)=C(N(=O)=O)N(=O)=O
NOZWEH,CC1=CN(Cc2cccc(c2)N(=O)=O)C(=O)N(Cc2cccc(c2)N(=O)=O)C1=O
NOZZAD,COC(=O)C([C@@H](C(N(=O)=O)(C)C)[C@H]1COC(O1)(C)C)C(=O)OC
NPASPG,NC(=O)C[C@H](C(=O)O)Nc1ccc(cc1N(=O)=O)N(=O)=O
NPBDXY,O[C@H]1[C@@H](OC[C@H]([C@@H]1O)O)Oc1ccc(cc1)N(=O)=O
NPBDXY01,O[C@H]1[C@@H](OC[C@H]([C@@H]1O)O)Oc1ccc(cc1)N(=O)=O
NPBUDO,CC(=O)C=C(O)c1ccc(cc1)N(=O)=O
NPBUDY,O=N(=O)c1ccc(cc1)C#CC#Cc1ccc(cc1)N(=O)=O
NPCMPZ,COC([C@@]1(c2ccccc2)N=N[C@H](C)[C@H]1c3ccc(N(=O)=O)cc3)=O
NPCPMK,CC(=O)[C@H]1C[C@@H]1c1ccc(cc1)N(=O)=O
NPGLPN,CC(=O)OC[C@H]1O[C@H](Oc2ccc(cc2N(=O)=O)N(=O)=O)[C@@H]([C@H]([C@@H]1OC(=O)C)OC(=O)C)OC(=O)C
NPHDZA,CC/C(=N/Nc1ccc(cc1)N(=O)=O)/C
NPHDZB,CC/C=N/Nc1ccc(cc1N(=O)=O)N(=O)=O
NPHDZB01,CC/C=N/Nc1ccc(cc1N(=O)=O)N(=O)=O
NPHOAC,OC(=O)COc1ccc(cc1)N(=O)=O
NPHOAC01,OC(=O)COc1ccc(cc1)N(=O)=O
NPHOPN,CC(C)(c1ccc(Oc2ccc(cc2)N(=O)=O)cc1)c1ccc(Oc2ccc(cc2)N(=O)=O)cc1
NPHOPN01,CC(C)(c1ccc(Oc2ccc(cc2)N(=O)=O)cc1)c1ccc(Oc2ccc(cc2)N(=O)=O)cc1
NPHYAC,CC(C)=NNc1cccc(c1)N(=O)=O
NPHYAC01,CC(C)=NNc1cccc(c1)N(=O)=O
NPIMPY,O=N(=O)c1ccc(N2C=Nc3ncccc23)c(c1)N(=O)=O
NPMALA,COC([C@@H](NC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])C)=O
NPMPRD,OC[C@@H](N1C(C)=CC=C1C)[C@H](O)c2ccc(N(=O)=O)cc2
NPNFPR,O=C(c1ccc(cc1)N(=O)=O)/C=C/C1=CC=C(O1)N(=O)=O
NPOXBZ10,CCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)N(=O)=O
NPOXBZ11,CCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)N(=O)=O
NPXMBZ10,COC(=O)c1ccc(Oc2c(C)cc(C)cc2C)c(c1)N(=O)=O
NPXODC,O=N(=O)c1ccc(cc1)O[C@H]1CC[C@H]2[C@H](O1)CCCC2
NPYRAM,O=N(=O)c1cccnc1NCNc1ncccc1N(=O)=O
NSPIBP,O=N(c1c(O[C@]2(N(c3ccccc3C2(C)C)c4ccccc4)C=C5)c5ccc1)=O
NSTYRO,O=N(=O)c1ccc(cc1)[C@H]1OC1
NSTYRO01,O=N(=O)c1ccc(cc1)[C@@H]1OC1
NTBYPY,O=N(=O)c1ccc(Cc2ccncc2)c(c1)N(=O)=O
NTBZAM01,NC(=O)c1ccc(cc1)N(=O)=O
NTBZAM10,NC(=O)c1ccc(cc1)N(=O)=O
NTBZAM11,NC(=O)c1ccc(cc1)N(=O)=O
NTMCPO,C[C@@H]1CC(C(=O)[C@H]1N(=O)=O)(C)C
NTPYRO,O=N(c1cc[n+]([O-])cc1)=O
NTPYRO03,O=N(c1cc[n+]([O-])cc1)=O
NTPYRO11,O=N(c1cc[n+]([O-])cc1)=O
NTPYRO12,O=N(c1cc[n+]([O-])cc1)=O
NTRACD,OC(=O)CN(=O)=O
NTRANT,O=N(=O)c1c2ccccc2cc2ccccc12
NTRANT01,O=N(=O)c1c2ccccc2cc2ccccc12
NTROMA,CN(=O)=O
NTRPLA,CC1=CC(=C(Oc2c(cccc2N(=O)=O)N(=O)=O)C(=O)C(=C1)C)C
NUBDOD,CC(=O)Nc1cccc(COC(C)=O)c1N(=O)=O
NUBDUJ,CC(=O)Nc1ccc(c(COC(C)=O)c1)N(=O)=O
NUBHOK,O=C(COC(=O)c1ccccc1)c1ccc(cc1)N(=O)=O
NUBKEA,O[C@@H](c1ccc2c(c1O)nccc2)c1cccc(c1)N(=O)=O
NUBQOT,O=N(=O)C1=NN(C(=C1)N(=O)=O)C1=NON=C1N(=O)=O
NUBZAM,CC1=C2[C@@H](CC1)[C@@](C)(CC[C@@H]1[C@H]2C1(C)C)OCc1ccc(cc1)N(=O)=O
NUBZEQ,CC1=C2[C@@H](CC1)[C@](C)(CC[C@@H]1[C@H]2C1(C)C)OCc1ccc(cc1)N(=O)=O
NUBZIU,CC1=C2C[C@@H](OC([C@H]2CC1)(C)C)c1ccc(cc1)N(=O)=O
NUCDEW,N#CC([C@@]1(CN(=O)=O)C(=O)Nc2c1cc(C)cc2)C#N
NUCHOI,CCOC(=O)[C@@H]1C[C@@H]2C(=O)CCC[C@H]2[C@@H](C1)N(=O)=O
NUCNOO,O=C1[C@H]2O[C@@]3(N1[C@H](COC3)c1ccccc1)O[C@@H]2c1ccc(cc1)N(=O)=O
NUDFOK,O=N(=O)c1ccc(cc1)C1=C2N=C3CCCC[C@@H]3OC3=CC=CC(=N1)N23
NUDLIH,CC[NH+](CC)Cc1cc(ccc1[O-])N(=O)=O
NUDPUA,CC(=O)CCC1=C(c2ccc(cc2)N(=O)=O)C2=C(O1)c1ccccc1OC2=O
NUDQAH,O=N(=O)[C@@H]1[C@@H](c2ccccc2)[C@H]2[C@]3([C@]1(O)CCC3)CCCC2=O
NUDQEL,CC[C@H]1[C@@H]2C(=O)CCC[C@]32[C@]([C@@H]1N(=O)=O)(O)CCC3
NUDQIP,O=C1CC(C)(C)C[C@]23[C@@H]1[C@H](c1ccccc1)[C@H]([C@]3(O)CCC2)N(=O)=O
NUDQOV,O=C1CCCC[C@@]23[C@@H]1[C@H](c1ccccc1)[C@H]([C@@]3(O)CCC2)N(=O)=O
NUDQUB,O=C1CC(C)(C)C[C@@]23[C@@H]1[C@H](c1ccccc1)[C@H]([C@@]3(O)CCC2)N(=O)=O
NUFDOJ,OCN1N=NC(=N1)N(=O)=O
NUGSOY,O=N(=O)c1cccc(c1)c1cc(/C=C/C=C/c2ccccc2)c(cc1/C=C/C=C/c1ccccc1)c1cccc(c1)N(=O)=O
NUGVAP,COC(=O)C1=C(C(=O)O[C@@]1(N)c1ccccc1)c1ccc(cc1)N(=O)=O
NUGZIY,COC[C@@H]1[C@H](COC)C=C[C@H]([C@@H]1OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)Cc1ccccc1
NUHTOA,C[C@@H]1C[C@H]1CC[C@@H](/C(=N/Nc1ccc(cc1N(=O)=O)N(=O)=O)/C)OCc1ccccc1
NUJFII,CCOC(=O)C(/C(=C\c1ccc(cc1)OC)/N(=O)=O)(C(=O)OCC)O
NUKBOK,CC1(C)NC(C)(C)c2cc(ccc12)N(=O)=O
NUKCEE,O=C1CCC[C@H]2[C@@H]1[C@]1(O)CCC(=O)[C@@]1(C[C@H]2N(=O)=O)C
NUKCII,O=C1CCC[C@H]2[C@H]1[C@]1(O)CCC(=O)[C@@]1(C[C@H]2N(=O)=O)C
NUKHUZ,O=C(c1ccc(cc1)N(=O)=O)OC[C@@]12O[C@@H]([C@H](C1)C(=O)c1ccccc1O)c1c2cccc1
NUKMAJ,O=C1CC[C@H]2C(=O)[C@]1(C)CC[C@H]2CC(=O)c1ccc(cc1)N(=O)=O
NUKPIT,CCOC(=O)[C@@H]1C[C@]2(C[C@H](C[C@@](C1)([C@H]2c1ccccc1)N(=O)=O)C(=O)OCC)N(=O)=O
NULCUV,O=C1N2C[N@]([C@]1(C)c1ccc(cc1)N(=O)=O)CCC(=O)c1c2cccc1
NULGEI,O=N(=O)[C@H]1C(=O)NC(=C[C@@H]1c1ccccc1)c1ccccc1
NUMLEP,COc1ccc(cc1)c1ccc(cc1N(=O)=O)c1ccc(c2ccc(OC)cc2)c(c1)N(=O)=O
NUMSAS,O=C1C(=C/C(=C/C=C/c2ccc(cc2)N(=O)=O)/C=C1C(C)(C)C)C(C)(C)C
NUMXAV,CNC(N)=C(N(=O)=O)N(=O)=O
NUNCOO,OC[C@@H](c1ccccc1)Nc1ccc(cc1)N(=O)=O
NUNFOT,CCOC(=O)C1=C(C)NC(=O)N[C@H]1c1ccccc1N(=O)=O
NUNGEJ,COC(=O)[C@@]12[C@H](C)CC[C@@]2(C)[C@@H](CC/C/1=N\Nc1ccc(cc1N(=O)=O)N(=O)=O)C
NUNLOX,CCCOc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc1cc(c2)N1C(=O)c2ccccc2C1=O)c5OCCC)N(=O)=O)c4OCCC)N1C(=O)c2ccccc2C1=O)c3OCCC)N(=O)=O
NUNPER,CCO[C@H]1OC2=C([C@H](C1)c1ccccc1N(=O)=O)C(=O)Oc1c2cccc1
NUPJAJ,COc1ccc2ccc(OC)c(c2c1N(=O)=O)N(=O)=O
NUPJIR,CN(C)c1cccc2c(ccc(N(C)C)c12)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
NUPMES,O=N(=O)c1ccc(cc1)/N=C/c1ccccn1
NUPMES01,O=N(=O)c1ccc(cc1)/N=C/c1ccccn1
NUPNES,O=C(c1ccc(cc1)N(=O)=O)N/N=C/C=C/c1ccccc1
NUPNIW,O=C(Oc1ccc(cc1)N(=O)=O)c1cccc2ccccc12
NUPPOD,CCOC(=O)c1ccc(cc1)N(=O)=O
NUPSID,CC[C@@H]1[C@H]2CC[N@]3[C@@H]1[C@](C2)(O)[C@H](CC3)c1ccccc1N(=O)=O
NUPYIJ,COC(=O)/C(=N\[C@@]12CCCC[C@H]2c2c(O1)cccc2)/c1ccc(cc1)N(=O)=O
NUPYON,COc1cc(cc(c1O)/C=N/NC(=O)c1cccc(c1O)C)N(=O)=O
NUPYUV,CC[C@H]1C(=N[C@@]([C@@]21C=CC=CC2=O)(C(=O)OC)c1ccc(cc1)N(=O)=O)c1ccccc1
NUQBEJ,C=CC[C@@](OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)(CCc1ccccc1)C#C
NUQCEJ,COc1ccc2ccccc2c1N(=O)=O
NUQFIP,O=C(NNC(=O)c1ccccc1)Nc1ccccc1N(=O)=O
NUQJEP,O/N=C/c1cccc(c1)N(=O)=O
NUQPOF,Oc1c2C(=O)c3c(O)c(cc(c3C(=O)c2c(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
NUQQIC,CCOC(=O)[C@H]([C@@](c1ccc(cc1)N(=O)=O)(O)C)O
NUQRUN,O=C(c1ccccc1N(=O)=O)N/N=C/c1c(O)ccc2c1cccc2
NUQZIJ,NC1=C(C=C(C=C1)[N+](=O)[O-])\[NH+]=C\C1=C(C=CC2=CC=CC=C12)[O-]
NUQZIJ01,Nc1ccc(cc1[NH+]=Cc1c([O-])ccc2ccccc12)N(=O)=O
NUQZIJ02,Nc1ccc(cc1/N=C/c1c(O)ccc2c1cccc2)N(=O)=O
NUQZOP,O=C(c1ccccc1)C1=CN(N=C1C1=CC=C(O1)N(=O)=O)c1ccccc1
NURBIM,CC(=O)c1c(C)nc2ccc(cc2c1c1ccccc1)N(=O)=O
NURMEU,O=CN(Cc1c2ccccc2cc2ccccc12)c1cc2ccccc2cc1Nc1ccc(cc1)N(=O)=O
NUSLUI,O=C(c1ccc(cc1)N(=O)=O)O[C@H]1C(=O)N([C@H]1[C@H]1OC1(C)C)C(=O)OC(C)(C)C
NUSQEY,O=N(=O)c1cc(ccc1N/N=C/1\[C@@H]2CCC[C@]32CC[C@@]2([C@H]1CCCC2)O3)N(=O)=O
NUSQIC,O=N(=O)c1cc(ccc1N/N=C/1\[C@H]2CCCC[C@]32CC[C@@]2([C@H]1CCCC2)O3)N(=O)=O
NUSTED,Cc1ccc(cc1)N1N=C(C=C1N(=O)=O)N(=O)=O
NUSTIH,O=N(=O)C1=NN(C2=NNC=N2)C(=C1)N(=O)=O
NUSTON,NC1=NON=C1N1N=C(C=C1N(=O)=O)N(=O)=O
NUSTUT,NC1=NC(=NN1)N1N=C(C=C1N(=O)=O)N(=O)=O
NUTRUP,COC([C@]1(C)Oc2ccc(cc2[C@H]([C@H]1O)NC(=O)C)N(=O)=O)OC
NUTYEJ,C=C1C[C@H]2[C@]3([C@@H]1C(=O)[C@@H](C2)C[C@@H]3N(=O)=O)C
NUVKOG,COC(=O)c1c(C)nc(C)c(C(=O)OC)c1C#Cc1cc(cc(c1)N(=O)=O)N(=O)=O
NUVXAE,NNC(=O)c1ccc(cc1)N(=O)=O
NUVZUC,O=N(=O)C[C@@H]([C@]1(Cc2c(C1=O)cccc2)C(=O)OC(C)(C)C)c1ccccc1
NUWKOH,O[C@H]1CCc2c1cc(cc2)N(=O)=O
NUWPUT,OC1=NN(C=C1)[C@]1(C(=O)N(c2c1cccc2)Cc1ccccc1)[C@@H](c1ccccc1)CN(=O)=O
NUWVIL,CC(=O)Oc1ccc(cc1C(O)=O)N(=O)=O
NUYPAB,COC(=O)c1ccc(c2cccc(c2N)c2ccc(cc2N(=O)=O)C(=O)OC)c(c1)N(=O)=O
OBABOL,O=N(=O)c1ccc(cc1)[C@@H](C1=C(Nc2c1cccc2)c1ccccc1)C1=C(Nc2c1cccc2)c1ccccc1
OBAFUU,CC(=O)CC[C@@]1(CCCC1=O)C(=O)Nc1ccc(cc1)N(=O)=O
OBAHIK,CCOC(=O)C1=CC([C@]2([C@H]1c1ccc(cc1)N(=O)=O)C(=O)N(c1c2cccc1)Cc1ccccc1)(C#N)C#N
OBAHOQ,CCOC(=O)[C@@]1(C#N)C=C([C@H]([C@]21C(=O)N(c1c2cccc1)Cc1ccccc1)c1ccc(cc1)N(=O)=O)C(=O)OCC
OBEMIT,O=N(=O)c1ccc(Oc2cccc3ccccc23)cc1
OBERAQ,O=C1N(CCCOc2c3Cc4cc(cc(Cc5cc(cc(Cc6cc(cc(Cc2cc(c3)N(=O)=O)c6OCCCN2C(=O)c3ccccc3C2=O)N(=O)=O)c5OCCCN2C(=O)c3ccccc3C2=O)N(=O)=O)c4OCCCN2C(=O)c3ccccc3C2=O)N(=O)=O)C(=O)c2ccccc12
OBEZIH,O=C(c1ccc(cc1)N(=O)=O)O[C@@H]1CCC[C@H]([C@@H]1OC(=O)c1ccc(cc1)N(=O)=O)[C@@]1(O)C[C@@H]2C([C@@]1(C)CC2)(C)C
OBOHOF,Oc1c(cc(cc1C(C)(C)C)/C=N/Nc1ccc(cc1N(=O)=O)N(=O)=O)C(C)(C)C
OBOKIC,Oc1ccc(cc1/C=N/c1ccc(cc1)Nc1ccccc1)N(=O)=O
OBOZUD,Oc1ccccc1C1=C(C=C(C(=O)c2ccccc2)C2=NCCN12)C(=O)c1ccccc1N(=O)=O
OBUDAS,COc1ccccc1Oc1ncccc1N(=O)=O
